label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,091215_240M,091215_240i,091215_120M,091215_120i,091215_45M,091215_45i,091215_15M,091215_15i,091215_5M,091215_5i,091215_3M,091215_3i,091215_1M,091215_1i,091215_0M,091215_0i
,0,298,16,240.0853,11.27314,0.8380445,,,,,0,0,240.0853,160419.2,162911.6,184488.4,182404.1,173540,159960.4,186378.4,149651.4,187466.3,165537.2,171289.5,159415.1,192385.5,182150.2,198043.6,188970.3
,0,299,16,612.149,12.86956,0.834016,,,,,0,0,612.149,62763.38,183603.8,86513.66,199097.7,54204.55,181633.4,48100.63,95036.22,39303.04,135203.9,44406.66,136252.1,40773.39,113855.1,44754.25,123730
,0,300,16,355.0563,16.22986,0.8373884,,,,,0,0,355.0563,69454.09,41646.66,78157.5,50526.71,69570.87,42341.91,71726.08,44569.89,78026.74,52706.57,69948.07,47169.18,75540.6,48960.08,70342.7,44772.93
,0,301,16,664.1181,14.16803,0.8368533,,,,,0,0,664.1181,25501.31,36564.28,30107.7,41983.84,92211.2,74207.45,97361.25,62421.88,111698.5,89308.71,182821.3,127332.5,92370.44,74054.28,48535.04,49996.59
,0,302,16,327.3106,17.78818,0.8273093,,,,,0,0,327.3106,137563.5,121581.8,136303.6,144717.3,137046.8,152907.5,129358.1,141209,123793.4,137065.7,122592.9,153756.1,141533.3,163425.5,162325.2,177197.4
,0,303,16,327.3106,17.58066,0.8254685,,,,,0,0,327.3106,125105.3,145479,136834.4,140615.7,133663,143748.7,131165.5,147014.7,126949.4,140281.6,126342.5,147497.2,139484.9,154091.6,154828.5,175561.5
,0,304,16,130.0406,4.250309,0.8381622,,,,,0,0,130.0406,26954.68,170651.6,12228.77,186852.7,10461.97,117623.6,5153.717,31379.17,4954.428,5501.747,3982.927,4979.222,3464.816,4491.822,4407.718,4966.867
,0,305,15,366.1213,16.18613,0.8412107,,,,,0,0,366.1213,112433.1,34049.72,126089.3,19958.76,111189.4,35301.29,165245.2,64262.81,120490.4,82870.78,94619.38,38186.38,56613.23,54379.02,119620.6,47147.73
,0,306,1,232.9754,5.54192,0.5109988,,,,,0,0,232.9754,2979.101,3209.391,3687.499,4095.308,4057.791,3588.563,3460.417,3142.941,3435.416,3672.292,4617.264,2941.934,2368.395,2304.389,2410.054,3129.558
,0,307,0,232.9753,4.862273,0.4705132,,,,,0,0,232.9753,3449.803,3973.094,4347.469,6178.35,3968.09,2691.056,3682.097,3429.062,3567.073,3267.069,7674.326,3666.72,2303.585,2792.487,2647.083,2775.604
,0,308,0,232.9753,3.755579,0.4048833,,,,,0,0,232.9753,2731.356,3677.882,5654.789,4016.377,2625.793,2429.335,3463.958,2518.55,4913.607,3707.747,1850.009,4588.504,1915.357,2083.562,1565.618,2134.953
,0,309,16,204.0858,7.791296,0.8370498,,,,,0,0,204.0858,151904.6,130854.3,172049.2,140778.8,160814.2,133738.5,168314.4,136644.5,175369.6,143197.9,174983.2,142249.4,175821.6,151592.3,182461.2,151875.5
,0,310,16,424.0681,7.198002,0.8410472,,,,,0,0,424.0681,165370.8,148305.3,181374,151845.5,174770.8,146873.6,184092.9,146807.8,180880.6,157799.3,169070,139387.6,179736.8,149929.6,148294.4,123367.2
,0,311,16,340.3057,16.40974,0.8346872,,,,,0,0,340.3057,154090.6,176205,160869.9,168675.5,168273.7,181459.5,166095.9,175250.2,166195.4,173719.8,161570,163428.3,160313.5,174361.9,163434.3,187476.1
,0,312,16,340.3058,17.25893,0.8182347,,,,,0,0,340.3058,97109.45,113046.2,107291.5,103283.8,104811.7,110310.4,110319.8,108174.9,98718.55,106519.6,97552.16,98096.66,94868.28,103957.2,107768.7,124222.7
,0,313,4,340.3053,15.64071,0.747681,,,,,0,0,340.3053,21901.88,25541.4,20754.92,26211.79,20984.67,26390.92,21441.81,23645.38,18272.71,22023.88,19502.37,24156.86,20201.91,28784.53,23113.18,34857.93
,0,314,0,340.3052,15.98054,0.2735202,,,,,0,0,340.3052,4393.023,5935.215,6544.861,5639.239,5800.296,6129.855,5793.764,6154.572,5098.509,5988.69,4541.699,5266.741,5271.27,6019.138,6896.605,7031.331
,0,315,16,322.0885,11.27315,0.8400239,,,,,0,0,322.0885,153230.5,144406.6,156915.6,158062.7,150853,142141.6,162710.8,137329.1,154721.1,143911.1,142610.5,140382.1,163933.9,162854.8,169584.6,179898.5
,0,316,16,438.1343,15.93772,0.849363,,,,,0,0,438.1343,167634.3,73874.23,146756.5,83042.56,142515.1,58861.11,147093.1,54823.07,160311.8,93594.73,129111.6,90636.51,134045.1,65947.27,75481,41132.11
,0,317,16,431.3389,17.90242,0.8359367,,,,,0,0,431.3389,149008.8,140730.1,166172.6,139553.8,136865.9,144160.8,147167.7,135966,138589.5,128788.6,135617.5,128292,125403.1,106398,112200.5,82923.37
,0,318,16,571.1907,15.42843,0.8379016,,,,,0,0,571.1907,55142.95,17432,38786.79,17400.22,48273.79,16091.6,55504.86,21499.19,73379.66,26037.09,42966.06,33619.07,85626.77,29792.74,168580.9,72718.07
,0,319,16,256.2283,15.68734,0.8288285,,,,,0,0,256.2283,97311.81,120103.3,101038.9,121469.9,96701.84,120657.4,92658.03,116079.1,92354,120595.8,92048.16,117270.7,107269.2,132174.6,121008,175185.3
,0,320,15,256.2284,15.4208,0.8303698,,,,,0,0,256.2284,80490.43,92564.05,76430.35,87315,74018.69,84363.2,76763.71,89557.62,70545.38,89089.87,68080.07,80299.02,74806.78,91364.09,81161.53,116414
,0,321,16,256.2287,17.77771,0.8108491,,,,,0,0,256.2287,39217.75,48145.86,40929.45,45966.27,41150.49,47800.44,39928.95,44528.06,38230,46454.97,38134.68,69131.18,55952.47,73993.43,66072.87,60551.97
,0,322,4,256.2287,16.64871,0.6312286,,,,,0,0,256.2287,10851.19,12385.32,10367.27,11482.78,10966.15,13395.8,9943.454,11391.36,10050.91,11692.21,10893,11958.9,9973.548,12656.72,10316.65,12053.13
,0,323,16,145.0871,14.77729,0.8269804,,,,,0,0,145.0871,111441.2,127707.4,117817.3,129714.3,119728.2,146291.8,125070.9,141793.5,123124.2,140764.6,120965.6,139144.6,126810.5,145693.5,135801.7,154623.6
,0,324,15,145.0871,13.99668,0.7343644,,,,,0,0,145.0871,143693.2,165961.1,136016.7,161649.2,144292.5,166262.5,140409.3,160225.2,127049.9,155007.5,135474.5,150125.6,132395,162191.5,150399.4,181237.2
,0,325,12,145.0872,15.2666,0.7610488,,,,,0,0,145.0872,37286.99,48010.58,37770.81,45758.34,33520.96,41836.37,40083.44,47505.55,32523.26,45588.21,34890.54,41459.93,39887.33,48709.68,42726.71,59804.68
,0,326,16,240.1241,16.02719,0.831854,,,,,0,0,240.1241,154990.4,160420.4,153361.6,156916.8,149570.2,158254.5,144597.4,156748.7,137406.1,152617.7,137971.3,148395.5,141490.7,150969.2,138290.8,141561.8
,0,327,16,316.1959,18.12516,0.8129895,,,,,0,0,316.1959,91262.6,77217.27,121882.7,83693.35,108301.9,50114.43,98310.66,60012.54,118321.6,65256.31,112059,59978.71,172137.9,69462.23,165829,94244.56
,0,328,1,316.1957,16.33455,0.5987948,,,,,0,0,316.1957,14622.6,9767.005,21629.86,12796.6,17333.5,6752.32,18946.71,10264.48,20942.12,10366.19,19433.26,7026.446,26401.5,8800.132,25404.17,11437.59
,0,329,0,316.1958,16.97712,0.3093433,,,,,0,0,316.1958,10352.8,9308.985,16320.11,8923.508,14797.11,6214.494,12857.63,6274.356,16695.92,6246.883,13204.72,5383.635,19109.41,5896.611,17133.47,8122.891
,0,330,16,575.1119,15.79015,0.8496063,,,,,0,0,575.1119,63653.21,24909.37,68579.68,36024.24,61513.21,24750.9,50252.87,30338.43,50281.31,50652.36,50095.12,63690.96,41541.2,42858.68,168532.8,88793.62
,0,331,16,569.4675,13.92052,0.8368149,,,,,0,0,569.4675,35220.7,84706.28,35423.66,71559.53,33531.77,82907.46,25224.18,70492.77,27012.71,57603.32,32894.1,70371.15,32057.16,77568.74,66079.12,118748.1
,0,332,6,569.4675,13.15419,0.79812,,,,,0,0,569.4675,47166.76,60469.21,34017.74,59311.31,35976.34,54644.07,33470.59,51896.47,41610.95,49672.75,36261.22,49604.07,34607.21,45247.04,33474.1,40501.64
,0,333,3,569.4675,13.53973,0.6812168,,,,,0,0,569.4675,70706.74,158514.3,67141.66,102442.1,64493.66,152512.3,65545.08,121692.7,50079.8,127657.4,57517.8,125684.5,60412.61,130379.5,68354.06,109945.6
,0,334,5,569.4674,12.75912,0.7208019,,,,,0,0,569.4674,20009.12,21482.75,5564.113,17852.8,20856.23,20246.96,21330.21,17904.19,17091.13,18983.64,16099.4,17372.91,19555.58,16070.29,19896.61,15618.65
,0,335,1,569.4676,14.27274,0.6467839,,,,,0,0,569.4676,15589.88,22403.95,15257.29,19404.47,11090.68,21138.55,13374.09,18774,9458.731,19046.96,12637.17,17410.13,13286.5,23193.72,21679.52,27757.65
,0,336,0,569.4677,15.63689,0.4896707,,,,,0,0,569.4677,3593.176,5176.208,2788.855,5394.919,1850.145,5437.047,2024.215,4863.007,1607.699,3928.866,2640.649,4115.964,2722.913,6506.811,4793.472,9935.468
,0,337,16,586.4658,13.85865,0.8228766,,,,,0,0,586.4658,80712.88,147338,100317.5,136541.8,87389.29,145987.2,84739.32,136104.9,66508.85,129232.5,74847.84,134844.3,85138.53,156957.6,148437.3,174305.6
,0,338,2,586.4658,14.33178,0.6301173,,,,,0,0,586.4658,13367.11,16662.3,11973.45,13911.22,10902.89,15952.21,11078.92,14565.23,11055.33,13277.23,10774.3,15063.47,12325.03,16214.84,15315.55,15257.23
,0,339,0,586.4662,16.11764,0.4389884,,,,,0,0,586.4662,1683.761,7976.926,2256.475,10602.28,2141.733,11667.47,3545.123,7259.739,1224.772,6042.173,1333.644,8099.393,2060.241,5314.388,7846.538,15656.72
,0,340,0,586.4658,14.67164,0.3995485,,,,,0,0,586.4658,7857.814,9504.327,8136.295,10438.7,7596.268,10153.22,5829.837,11323.63,5811.687,10270.76,7399.475,9900.827,8469.882,11197.86,11939.24,14617.03
,0,341,16,282.2081,17.70253,0.8400534,,,,,0,0,282.2081,157858,160980.7,162500.4,166501.4,156489.5,163625.5,151699.4,167600,147570.4,155023.4,150383.9,158473,149739.4,155072.2,156210.5,170534.2
,0,342,16,282.2081,17.07137,0.8040549,,,,,0,0,282.2081,37901.21,44563.3,43686.74,43183.62,39349.81,44299.2,41996.47,43663.44,35769.06,39324.4,36919.71,41861.3,43144.77,45294.91,44143.79,48663.14
,0,343,4,282.2081,18.12232,0.6377858,,,,,0,0,282.2081,23731.84,26468.98,23245.9,26516.5,23652.39,27604.68,26033.04,26087.26,24009.1,25362.6,21336.42,20333.52,20830.38,21534.96,20327.73,23572.19
,0,344,0,282.2082,16.56874,0.4181861,,,,,0,0,282.2082,13439.71,15059.19,14640.44,13967.58,13927.94,13355.96,15303.34,14492.63,14324.73,13916.18,12195.57,13722.8,13171.59,13381.77,13098.17,13939.92
,0,345,3,160.8419,7.579778,0.7549948,,,,,0,0,160.8419,51774.28,29038.94,120222.5,36208.51,91763.59,22098.33,67291.72,43937.64,96264.66,47728.86,59450.31,37145.84,69382.74,18735.21,23133.69,8022.615
,0,346,5,160.8419,7.946143,0.6867334,,,,,0,0,160.8419,22938.36,25707.55,38549.52,24488.22,38323.59,6250.318,34657.02,11102.46,46726.94,16375.46,60735.49,7899.006,19488.74,5304.724,9720.317,1994.897
,0,347,16,730.091,16.22701,0.8507347,,,,,0,0,730.091,140187.5,77724.75,167565.8,97562.84,143099.7,69017.62,155909,86339.91,149549,109109.5,139843.4,102124.1,159464.5,98590.4,140353.1,81540.66
,0,348,16,130.0509,8.073797,0.8402421,,,,,0,0,130.0509,24207.28,78975.35,22904.18,111473.4,22655.72,147459.1,23372.59,110058.9,22842.16,138449.7,21014.79,138837.5,21026.08,135117.9,28072.84,161691.5
,0,349,1,164.836,3.037884,0.550029,,,,,0,0,164.836,53525.66,23386.09,72392.7,43652.94,24405.73,61338.21,47801.62,56879.46,45582.87,64747,49935.88,33082.38,27334.69,21905.1,8603.915,5701.548
,0,350,4,162.839,7.957556,0.7454192,,,,,0,0,162.839,21230.54,24739.77,37905.72,19690.38,35550.07,5695.184,33740.32,11037.24,42765.63,16003.15,56532.81,7975.33,19758.07,4645.893,9554.749,1561.159
,0,351,5,162.839,7.584548,0.7503791,,,,,0,0,162.839,50303.79,41990,119838,35413.86,58565.3,30328.96,96731.41,40847.68,92530.5,32973.19,61001.51,36258.08,66836.54,25794.94,34778.94,6361.834
,0,352,16,160.1061,15.7616,0.8125868,,,,,0,0,160.1061,129681.3,143291.5,126861,154160.4,135842.1,158608.7,138308.8,149495,119156,146306.7,125797.3,139182.3,140810.2,149307.9,126981.2,160080.3
,0,353,16,160.1061,14.48981,0.790945,,,,,0,0,160.1061,125624.8,131404.8,123349,138930.3,125177.4,134367.2,120917.8,137916.3,116073.1,127832.7,115768.3,129102,125302.9,134479,126065.2,141885.5
,0,354,16,489.3031,14.47743,0.8104923,,,,,0,0,489.3031,139882.4,70681.27,143292.3,72661.87,154959.7,82428.82,153733.4,68099,161358.9,78213.5,138549.7,68329.39,133655.2,60722.76,125850.3,55989.36
,0,355,8,489.3009,17.90149,0.7873477,,,,,0,0,489.3009,5212.033,5741.908,6039.029,5963.389,6684.423,5907.746,6915.545,5791.401,5364.728,5568.582,5987.607,5134.585,4524.35,4354.078,4648.396,3755.29
,0,356,16,227.1486,16.35835,0.828483,,,,,0,0,227.1486,138292.9,148697.2,136696.8,148496.8,136193.1,153336.2,129218.6,148876.2,125370.1,132355.6,129508,135556,135524.5,132121.9,137404.1,153142
,0,357,2,227.1486,16.9952,0.5236077,,,,,0,0,227.1486,1362.033,2065.22,2050.788,1717.116,2042.746,2666.568,2263.817,1317.387,2018.127,2036.122,1360.831,1868.882,1880.465,1397.305,2081.787,1722.163
,0,358,16,252.1974,18.15754,0.8334585,,,,,0,0,252.1974,142559.5,141795,142946.8,147804.3,135250,149857.7,136605.1,151187.2,130535.6,137749.6,127174.9,114463.5,126670.5,116129.4,113771.1,123422.3
,0,359,1,252.1973,16.96096,0.7070707,,,,,0,0,252.1973,3488.558,4289.731,3108.614,3245.963,3276.917,3210.645,3121.985,3346.082,3372.146,3262.424,2325.192,2842.387,2552.573,2805.644,3179.724,3045.683
,0,360,15,301.2579,16.04434,0.817296,,,,,0,0,301.2579,82020.76,110996,97128.15,108571.3,88964.91,111846.8,88280.07,127361.2,70858.1,107746,80458.49,109889.7,86898.76,126392.4,125107.3,150140.2
,0,361,16,301.2583,16.42594,0.8172982,,,,,0,0,301.2583,63093.75,76228.74,66597.27,73718.13,63390.47,84513.28,67318.24,74064.82,54231.64,70436.63,60504.17,74880.01,64079.31,77976.3,71986.84,78447.84
,0,362,16,595.0978,15.79301,0.8354942,,,,,0,0,595.0978,100162.5,55665.71,111597.7,72158.73,96289.35,52264.76,85032.23,62515.68,86002.2,87271.84,87477.84,100880.6,79932.35,72213.85,166431.9,123182.3
,0,363,16,430.085,7.204666,0.8418555,,,,,0,0,430.085,135032.1,144275.4,145136.7,140944.1,152092.5,142408.1,156981.6,143301.9,139501,159324,136419.5,132845.3,142909.8,145490.1,130575.2,132259.2
,0,364,16,285.219,17.12183,0.818386,,,,,0,0,285.219,3124.974,2886.741,2865.651,3098.894,2914.463,3882.458,3294.579,3841.192,2732.18,3268.163,3253.659,3529.816,2585.785,2961.593,3360.094,3551.56
,0,365,16,112.9374,14.13758,0.8441767,,,,,0,0,112.9374,152901.4,84500.76,144105.7,82765.53,110336.2,60412.39,129346.1,81000.38,142948,99155.91,119682.6,90656.15,117505,75734.3,7386.443,4759.251
,0,366,15,301.2579,16.04434,0.8174729,,,,,0,0,301.2579,81831.54,110670.1,96678.41,108300.4,88672.52,111485.5,87866.01,126917.6,70677.31,107599,80165.53,109686,86594.9,126017.3,124949.1,149845.1
,0,367,16,301.2583,16.42594,0.8177145,,,,,0,0,301.2583,62904.53,75902.87,66147.54,73447.19,63098.08,84152.05,66904.18,73621.23,54050.86,70289.66,60211.21,74676.31,63775.46,77601.24,71828.55,78152.75
,0,368,16,285.2267,16.16612,0.8271689,,,,,0,0,285.2267,70665.52,134986.7,77209.19,128519.8,75521.52,141376.5,72422.96,131920.3,59509.57,101801,65874.84,127212.6,71349.27,123255.2,152781.3,222360.4
,0,369,3,285.2271,17.48929,0.6463863,,,,,0,0,285.2271,7715.521,7379.844,6699.733,7134.613,6496.943,7527.299,7634.741,6605.227,5867.33,7203.541,6219.973,5870.102,7355.339,8044.131,8759.304,9465.396
,0,370,4,285.2272,18.22894,0.6295915,,,,,0,0,285.2272,3923.554,4325.332,4099.867,4397.236,3998.04,4691.292,4221.682,4914.78,3247.083,4196.031,4697.566,5390.657,6121.736,7582.031,6330.076,8069.525
,0,371,16,194.9279,13.62732,0.8372093,,,,,0,0,194.9279,149306,120570,152915.2,118518.2,134445.1,98010.9,146820,107820.8,149956.5,119482.3,130914.4,110791.1,138328.4,107227.9,144338.6,118621.8
,0,372,16,133.0143,12.77721,0.8202384,,,,,0,0,133.0143,25841.06,69857.17,43524.04,71390.71,9274.964,106097.7,6936.759,83866.54,9910.685,135231.1,6937.127,153783.1,7889.039,117897.2,10232.88,130639.4
,0,373,11,133.0143,13.37122,0.7871507,,,,,0,0,133.0143,3239.075,4204.171,3465.045,3778.006,2185.597,6881.127,2928.417,5508.369,3052.579,6562.52,3616.165,7442.599,3305.249,6988.631,3073.001,8114.605
,0,374,16,225.0643,7.791297,0.8376274,,,,,0,0,225.0643,109459.9,125040.2,123722.5,132135.9,126496.1,137253.5,125839.3,130783.7,116147.2,121178.3,125692.9,129879.2,125344.2,128951.4,139362.5,154334.8
,0,375,16,96.9696,8.682752,0.7329489,,,,,0,0,96.9696,52905.57,41074.35,65092.64,38999.87,89341.21,54193.81,146807.6,80474.66,146640.6,84837.7,144366.8,82342.65,106664.2,72734.27,125278.4,71319.33
,0,376,0,96.96959,7.715221,0.4872198,,,,,0,0,96.96959,49798.05,51949.18,54212.39,50009.41,55180.77,54371.52,63778.19,54420.57,64098.54,36753.01,57183.36,55743.7,60922.72,50757.11,61723.41,56662.25
,0,377,16,929.2877,16.22606,0.8504229,,,,,0,0,929.2877,100189.7,39646.6,111849.1,48316.19,104777.6,30588.89,113373.8,41853,126825.1,56815.9,104502,51440.82,126021.5,43969.36,103024.5,40618.68
,0,378,0,89.02441,3.082688,0.4842213,,,,,0,0,89.02441,17126.75,21387.31,22605.4,22230.21,16413.97,14757.07,22996.62,22547.27,24308.61,32611.68,28580.61,24760.26,45140.44,50652.93,57795.34,87716.41
,0,379,0,89.02443,4.799365,0.4999935,,,,,0,0,89.02443,12751.33,13687.63,13083.39,13454.97,13235.12,13533.66,16033.58,16905.33,18656.52,17911.73,20366.43,23148.43,25988.9,29038.2,31143.66,31913.24
,0,380,16,342.0446,14.92294,0.8338094,,,,,0,0,342.0446,120043.1,92059.76,127504.4,101742.1,138541.7,118973.1,128539,102246.6,121655.8,105338.1,124388.9,114229.7,118803.4,105822.6,136255.5,117914.7
,0,381,15,329.0944,16.1233,0.8333476,,,,,0,0,329.0944,138182,142188.8,118141.9,139054.3,136703.1,143388.5,137236.3,143419.3,134651.8,146425.2,137109.2,140271.6,142685.8,146595.9,113984.3,102265.4
,0,382,1,641.5743,19.04953,0.5195376,,,,,0,0,641.5743,39931,27423.47,23831.13,46664.05,23481.61,29454.68,45840.06,43409.95,33102.91,34550.05,51580.71,108648.5,85181.12,104431,97963.95,132725.5
,0,383,16,429.1543,7.796064,0.8400775,,,,,0,0,429.1543,115365.8,82262.49,117586.9,96033.31,103971.4,77430.02,112663.2,82847.44,116540.9,93714.75,112367.1,95493.27,121173.8,95254.98,146132.9,109085.8
,0,384,16,268.2286,16.90478,0.8264716,,,,,0,0,268.2286,99752.68,116604.4,97309.6,109813.1,101054.6,114205.2,104310.7,111472.9,95936.09,107795.3,98206.6,103831,100738.2,118196.3,114760.2,133751
,0,385,9,268.2287,18.73537,0.7897978,,,,,0,0,268.2287,5661.891,6465.986,5361.785,5256.772,6228.404,5996.917,4808.225,5016.43,4907.977,4823.146,4190.341,3477.266,2899.521,3387.989,3435.105,4373.271
,0,386,6,268.2288,18.17466,0.7554785,,,,,0,0,268.2288,3100.964,4032.098,3515.973,4469.036,3453.765,4468.023,3357.848,4005.603,3049.556,3814.364,3013.188,2968.671,2631.523,3122.956,3095.257,3320.236
,0,387,1,268.2286,16.38498,0.5202554,,,,,0,0,268.2286,3152.66,3380.901,3540.224,2967.498,3041.139,4197.555,3321.575,3880.167,3241.102,3228.596,3184.475,4595.281,3576.084,4078.251,3265.622,4272.393
,0,388,16,375.279,16.40498,0.8377629,,,,,0,0,375.279,133204.5,125639.4,127461.9,129087.8,138808.7,114125.4,124400.7,122489.6,123839.1,107481.6,120488.2,106842.3,114463.4,90873.6,100115.4,94645.2
,0,389,16,375.2792,17.24938,0.8170038,,,,,0,0,375.2792,28282.66,32111.92,29268.38,31815.45,30505.78,26707.57,28099.34,29421.6,25746.78,25629.54,25059.77,22010.72,22639.63,23473.54,21832.36,19996.52
,0,390,2,375.2791,16.94,0.6569934,,,,,0,0,375.2791,8218.399,6935.691,8990.504,7120.479,9085.055,8211.43,7972.548,6928.047,7834.4,9143.042,7188.029,5868.738,8350.006,7715.984,7286.052,5810.332
,0,391,7,375.2788,15.63404,0.6086372,,,,,0,0,375.2788,19369.24,19311.13,19716.56,19226.34,17145.79,18777.36,17963.09,21211.07,18715.63,18046.62,16750.88,18218.03,18816.59,17820.15,14434.89,12091.72
,0,392,0,375.2787,16.00529,0.3759195,,,,,0,0,375.2787,7094.391,7130.152,8637.752,7236.002,7530.705,6963.188,6954.549,7801.459,8124.508,6866.424,5866.217,5361.655,6788.197,6529.09,6386.312,6450.35
,0,393,16,229.1448,16.77053,0.8294451,,,,,0,0,229.1448,108315.9,120688.2,109728.9,123198.4,112519.1,131098.3,111059.2,124333.4,100097.6,109569.1,103045.6,120329.1,106213.5,118890.9,117575.8,139770.6
,0,394,4,229.1447,16.34119,0.7503121,,,,,0,0,229.1447,5276.93,5487.373,5006.248,4541.078,5440.771,5622.953,4630.993,5805.115,5435.769,5149.333,4624.179,5486.618,4811.398,4459.909,5027.999,4624.285
,0,395,16,475.2798,16.60205,0.8494354,,,,,0,0,475.2798,44727.87,75898.46,43752.09,63164.89,41528.03,80944.16,47278.22,84186.45,38171.94,53451.73,37861.81,64518.36,53788.59,89982.05,91642.28,137133.2
,0,396,15,475.2797,16.3612,0.8493997,,,,,0,0,475.2797,27183.98,70908.88,42592.05,66675.36,36458.12,79013.91,34062.57,77782.79,24632.1,73473.54,34962.62,76985.88,49756.53,93093.4,60694.32,102181.2
,0,397,16,488.3093,14.47648,0.8134652,,,,,0,0,488.3093,116712.7,54674.37,122393.3,60279.43,117964.3,67420.63,125465.5,55210.11,133854.1,64011.83,109366.5,55236.5,107307,44701.34,106992.1,42620.41
,0,398,16,366.2632,16.61729,0.8118017,,,,,0,0,366.2632,127197.5,133206.6,128542.7,128869.5,122369.9,136759.6,130895.5,137147.9,122291.4,128054.7,124509.5,125558.1,127450.2,133560.5,131861.6,143041.6
,0,399,16,175.0976,13.80438,0.8320904,,,,,0,0,175.0976,125509.3,144376.9,125710.7,131710.5,129041.6,136259,124916.8,124612.4,116116.1,130084.4,118762.7,129882.3,115501.7,124833.3,124505.6,127846.1
,0,400,15,175.0977,14.86583,0.8176907,,,,,0,0,175.0977,117535.4,120348.5,120473.8,118785.4,112448.9,117633.8,117699.1,113003.6,119556.5,120263.4,116697.1,114456.7,116004,116151.4,112148.7,114150
,0,401,0,175.0977,15.50744,0.3932972,,,,,0,0,175.0977,8574.416,9815.208,9795.582,10532.67,8472.147,10403.75,10206.98,10073.58,8276.236,9929.575,8892.788,8901.541,8817.832,10151.35,9035.022,9228.331
,0,402,16,288.1822,16.91145,0.8190777,,,,,0,0,288.1822,119218.7,109058.5,134610.1,118990.2,119657.1,110179.6,122935.8,114705.4,121267.8,120618.4,118266.7,117602.3,120044.5,107643.8,107209.5,93199.79
,0,403,4,116.9286,4.747886,0.5887917,,,,,0,0,116.9286,68232.56,52310.34,80789.91,66957.03,91388.21,75873.25,100381.7,79269.8,104052,107484.3,102798,110676,111222.2,104713.9,96908.43,85647.84
,0,404,4,116.9285,3.835645,0.5994097,,,,,0,0,116.9285,66277.66,53393.38,89256.19,75430.44,94488.66,69554.05,103216.9,87209.74,102107.7,106832.8,113547.5,110007,104021.7,99721.85,100114.3,85859.5
,0,405,16,223.0956,17.19607,0.8310109,,,,,0,0,223.0956,109348.6,118157.3,112208.4,111952.7,107776.6,117199.4,110796,113229.7,107317.1,110267.2,108520.2,119591.3,106726.7,115949.9,117153.4,132933.1
,0,406,13,223.0959,16.77908,0.8035004,,,,,0,0,223.0959,4798.59,4153.507,4045.999,4836.428,5006.944,5076.961,5081.863,4604.541,4455.671,5416.548,4807.801,5035.419,5154.512,5512.097,5824.702,6934.679
,0,407,16,216.9287,6.189887,0.8429264,,,,,0,0,216.9287,122242.6,111368.1,134479.5,116837.8,117463.3,96400.69,119355.8,89472.66,125773.4,109088.3,119886.3,100807.5,138288.2,104979.6,137262.5,118898.6
,0,408,16,415.095,16.26505,0.8368152,,,,,0,0,415.095,67515.84,56174.68,74794.88,58349.41,82865.22,46877.83,77964.05,61521.23,87829.84,55372.96,93280.87,29244.88,85635.12,64318.91,129655,128524.9
,0,409,16,368.9774,17.46453,0.8320884,,,,,0,0,368.9774,30406.71,32535.63,34632.82,33381.53,35341.18,38378.41,39500.68,39988.46,40660.57,44051.84,46404.82,51386.02,56052.31,61346.96,81849.88,124786.9
,0,410,4,136.863,6.008041,0.7637637,,,,,0,0,136.863,81917.09,34943.12,131296.2,78452.38,89721.98,9232.187,62508.88,45029.3,77005.45,78222.88,68776.82,70248.85,116639.5,45049.42,85647.93,78163.26
,0,411,2,136.8631,5.570516,0.6492167,,,,,0,0,136.8631,17083.91,15142.66,19147.62,17546.11,11625.25,12669.69,13869.77,15288.05,15674.41,16074.44,13525.16,15077.6,13443.74,12678.11,14388.07,12392.53
,0,412,2,136.863,4.69927,0.5139538,,,,,0,0,136.863,16962.79,18255.38,20872.78,17635.86,12156.19,11640.84,11517.08,12140.48,11943.44,12219.45,10372.36,10729.05,11407.84,8330.031,12340.46,11312.42
,0,413,0,136.863,3.596383,0.3687829,,,,,0,0,136.863,6769.301,16622.7,5661.693,14354.54,4177.572,9301.228,6353.806,9171.907,2236.108,4389.112,4975.206,5269.598,3128.495,4048.632,4925.831,10767.65
,0,414,15,704.2155,16.09854,0.8505552,,,,,0,0,704.2155,56555.96,37118.28,120388.1,34205.5,94485.38,34637.1,104421.1,46568.76,100714.5,46697.64,68437.22,39344.69,107466.4,47985.22,19034.1,5225.614
,0,415,16,288.1438,16.18612,0.8341145,,,,,0,0,288.1438,80692.4,24583.83,100502.6,17753.48,89729.73,26066.59,126125.6,54259.34,92588.41,66862.49,71872.82,31490.47,57400.74,46265.27,107609.3,47151.1
,0,416,16,115.0038,12.77341,0.814334,,,,,0,0,115.0038,22582.97,56844.09,46300.89,63267.74,11487.28,93194.19,6890.124,72715.53,9861.258,121297.6,6406.531,134947.2,8037.39,103924.7,9890.508,109746.4
,0,417,5,115.0037,13.43883,0.7874625,,,,,0,0,115.0037,3093.571,4968.666,3579.177,6963.316,2478.377,10384.29,2159.749,9914.128,3252.207,12832.48,3887.964,14728.36,3472.147,11677.21,2902.79,14899.57
