label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,091215_240M,091215_240i,091215_120M,091215_120i,091215_45M,091215_45i,091215_15M,091215_15i,091215_5M,091215_5i,091215_3M,091215_3i,091215_1M,091215_1i,091215_0M,091215_0i
,0,43,15,159.1028,15.7616,0.8122345,,,,,0,0,159.1028,1561597,1604392,1497381,1762004,1521012,1770273,1589894,1810514,1511430,1689291,1458032,1613484,1600021,1711906,1502786,1836263
,0,44,0,159.1028,15.16666,0.4649265,,,,,0,0,159.1028,59497.66,76506.2,58426.2,71443.38,51723.29,64584.86,57112.8,84076.18,50856.38,70445.85,55037.75,62424.73,60738.18,73188.2,73031.71,93421.43
,0,45,16,159.1028,15.7616,0.8284181,,,,,0,0,159.1028,1568682,1611982,1504104,1769332,1528112,1777711,1596947,1818051,1517999,1696551,1464538,1620543,1606588,1719024,1510092,1844131
,0,46,5,128.0455,7.594976,0.7781518,,,,,0,0,128.0455,5136.697,5257.221,9118.581,4534.5,6911.285,4972.492,9242.41,6515.244,17384.41,7719.648,6503.833,4175.294,11898.7,7039.582,6215.585,4061.459
,0,47,16,128.0353,4.257935,0.8235921,,,,,0,0,128.0353,680318.1,622549.1,898952.3,659323,938503.3,1033741,993947.3,1076730,952176.3,1061884,848409.2,979291.2,734078.8,861004.8,765989.5,896575
,0,48,3,128.0354,5.813584,0.6717972,,,,,0,0,128.0354,674155.7,14654.5,711714.9,13253.07,601080.6,17176.4,641674.9,16383.74,586304.2,203873.4,579460,94651.24,492292.3,97770.31,249554.8,10799.8
,0,49,16,159.1028,14.49838,0.8376524,,,,,0,0,159.1028,1496180,1539376,1449216,1618375,1535171,1518286,1430933,1626046,1369742,1449598,1360538,1483988,1476337,1567039,1490249,1694795
,0,50,16,159.1028,14.49838,0.8361253,,,,,0,0,159.1028,1446156,1497296,1438004,1576235,1518766,1499649,1421323,1605179,1352551,1397728,1334902,1439143,1458314,1546942,1443267,1626349
,0,51,16,146.0458,4.249355,0.8392336,,,,,0,0,146.0458,1065245,873441,1339022,973313.4,1382171,1563781,1443375,1568133,1452083,1634818,1317102,1544214,1243890,1397863,1314268,1652194
,0,52,1,146.0459,5.803099,0.7222276,,,,,0,0,146.0459,16399.31,5305.451,17950.83,5084.054,20320.3,10318.74,19486.15,6216.928,24772.49,8192.555,17522.39,9895.386,16321.29,7311.86,11774.09,5285.307
,0,53,16,333.092,16.26408,0.8395266,,,,,0,0,333.092,303460.9,138033,419021.2,130248.5,494330.2,92831.21,394508.4,161484.3,547753.9,165325.9,536769.2,54733.54,607843.2,140814.8,1657519,652528.5
