label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,091215_240M,091215_240i,091215_120M,091215_120i,091215_45M,091215_45i,091215_15M,091215_15i,091215_5M,091215_5i,091215_3M,091215_3i,091215_1M,091215_1i,091215_0M,091215_0i
,0,30,16,229.1347,16.09093,0.8200134,,,,,0,0,229.1347,3271304,2023332,3395884,2207516,3102825,1873094,3275450,2170389,3282121,2448737,2913373,2296168,3436440,2174347,1573819,871340.2
,0,31,12,229.1347,15.44555,0.7866223,,,,,0,0,229.1347,13788.33,5641.961,15016.19,5986.96,14369.58,7251.81,15378.5,6377.501,18719.28,7273.883,15378.25,7078.395,14268.15,7385.965,7810.027,3376.152
,0,32,15,218.1094,11.2684,0.836377,,,,,0,0,218.1094,5049.581,4223.085,8387.956,2921.314,6522.744,4629.496,5960.591,9957.835,5870.039,4375.703,4381.551,4167.41,8064.853,5350.955,4958.451,3789.254
,0,33,16,164.0715,4.103504,0.8410736,,,,,0,0,164.0715,4674478,3347537,4739530,3629153,4635119,3173594,4669092,3238687,4971518,3693179,4365348,3473300,4597858,3462944,4132490,3346632
,0,34,16,353.0494,16.22701,0.8300843,,,,,0,0,353.0494,4549590,2988034,4883394,3476760,4701148,2885211,4828764,3175535,4960952,3710853,4535282,3557560,5001676,3431146,4697824,3286041
,0,35,14,353.0496,16.87909,0.812228,,,,,0,0,353.0496,92319.85,55757.06,110097.6,56549.19,95472.81,44159.38,95623.12,51146.82,111686.3,65292.39,102066.7,57688.41,107732,56725.98,11461.99,7511.395
,0,36,10,229.1813,18.20132,0.785948,,,,,0,0,229.1813,2668.616,2536.635,3055.765,3582.787,2798.948,2783.611,2921.47,2766.441,3103.902,2915.568,3514.51,4799.054,4147.887,6414.063,7340.331,10421.57
,0,37,5,229.1812,17.5816,0.7988793,,,,,0,0,229.1812,3603.53,3338.681,3825.912,3298.375,3696.815,4039.669,3061.218,4218.619,3274.387,3445.038,3292.625,4346.092,4495.969,4668.76,4817.241,5143.691
,0,38,2,229.1813,17.8634,0.5288657,,,,,0,0,229.1813,3228.917,3100.061,3058.268,2661.444,3109.948,3274.207,3081.795,3179.249,3303.727,3386.079,2850.352,4152.73,3402.363,4597.36,5323.52,6133.051
,0,39,16,353.0494,16.22701,0.8312572,,,,,0,0,353.0494,4549458,2988011,4883256,3476831,4700976,2885088,4828946,3175389,4960678,3710879,4535205,3557560,5001458,3430898,4697488,3285750
,0,40,16,164.0935,4.1016,0.8448296,,,,,0,0,164.0935,2736.731,1660.122,2750.802,2619.6,2909.762,1673.782,2531.865,2753.249,4204.844,2953.728,3431.985,3025.645,2956.439,2483.044,3399.592,2076.626
,0,41,16,229.1347,16.09093,0.8209068,,,,,0,0,229.1347,3266481,2022093,3393245,2205736,3100440,1871881,3272551,2168755,3279107,2446858,2911072,2293956,3433075,2172926,1570568,870184
,0,42,16,218.1034,11.27315,0.835036,,,,,0,0,218.1034,3567118,2760781,3567580,2979474,3352819,2380340,3451995,2362263,3807523,2732640,3393378,2726851,3806451,2779837,3707407,2755619
,0,43,4,218.1034,13.66824,0.8202408,,,,,0,0,218.1034,3332.544,2595.917,4453.673,5142.175,7608.41,7715.857,6785.309,12075.39,5736.503,7503.992,7506.072,8200.22,7363.371,6169.992,6244.889,6607.723
,0,44,12,307.1516,16.09856,0.8447986,,,,,0,0,307.1516,6637.7,6094.293,14164.23,7838.977,11943.17,7511.047,12943.44,5776.048,12879.62,5780.5,11398.76,8682.919,13170.74,8506.522,7121.877,2140.984
,0,45,15,307.1609,17.50356,0.8420693,,,,,0,0,307.1609,7218.826,5994.659,7371.197,5703.902,6434.831,5964.119,6094.843,5501.866,6012.138,5679.12,6070.055,6411.076,5628.643,5756.114,5461.877,4367.565
,0,46,12,307.156,17.90812,0.737301,,,,,0,0,307.156,1160.18,1005.19,880.4979,853.0569,1085.547,1212.614,803.7313,1201.949,1081.358,1011.388,1023.924,959.926,1089.991,883.1877,1111.807,1268.812
,0,47,16,229.1347,16.09093,0.8199931,,,,,0,0,229.1347,3271415,2023593,3395956,2207557,3102937,1873094,3275549,2170389,3282268,2448823,2913437,2296231,3436539,2174347,1573819,871340.2
,0,48,11,229.1347,15.44555,0.7864138,,,,,0,0,229.1347,13895.8,5894.982,15088.08,6026.256,14481.51,7251.81,15473.82,6377.501,18863.88,7350.667,15441.48,7141.203,14367.67,7385.965,7810.027,3376.152
,0,49,16,606.0748,13.37124,0.8347136,,,,,0,0,606.0748,1116935,334132.5,2056128,556604.9,2079711,742994,2231914,880112.2,2413878,1055327,2070921,1070877,2214537,968273.2,2514939,1104947
,0,50,16,229.1639,16.18612,0.8226599,,,,,0,0,229.1639,66519.91,99824.09,68083.62,94593.46,65240.5,100791,62286.57,86815.82,56869.29,81596.79,57861.53,86785.34,63025.09,82131.59,73211.75,105608.2
,0,51,16,229.1641,16.84386,0.8273769,,,,,0,0,229.1641,50006.53,55366.61,49344.08,52817.34,51501.17,55834,47516.86,51337.47,44691.34,49997.02,48216.06,52622.83,53756.05,57485.45,51922.09,57664.08
,0,52,16,229.1347,16.09093,0.819988,,,,,0,0,229.1347,3271526,2023593,3396150,2207832,3103015,1873094,3275603,2170389,3282353,2449095,2913529,2296480,3436602,2174347,1573819,871340.2
,0,53,11,229.1347,15.44555,0.7864138,,,,,0,0,229.1347,14005.94,5894.982,15282.78,6292.134,14560.05,7251.81,15528.36,6377.501,18948.89,7593.283,15534.08,7388.625,14430.7,7385.965,7810.027,3376.152
,0,54,16,164.0865,4.095881,0.8413971,,,,,0,0,164.0865,17115.51,11796.01,23462.01,16886.91,24175.48,16601.77,19959.35,15924.3,19365.45,16408.94,20691.28,15297.09,22062.18,18086.03,29933.79,19465.44
,0,55,16,307.1124,16.08998,0.8281931,,,,,0,0,307.1124,4001572,2080048,4500736,2224264,3793978,1866297,4168157,2295356,4252234,2625605,3429537,2395089,4409724,2330326,1430588,668555.7
,0,56,16,307.1124,16.08998,0.8288974,,,,,0,0,307.1124,3989868,2074718,4501714,2218783,3794723,1865872,4168563,2295082,4235380,2618271,3418062,2390377,4408912,2329118,1426065,666287.4
,0,57,3,128.0328,7.679379,0.8027685,,,,,0,0,128.0328,2410.021,2257.851,3438.107,2536.484,566165.1,2358.302,7853.913,2887.751,3097.501,1882.493,4010.101,2765.207,323913,1999.315,3025.442,1561.454
,0,58,3,128.0327,7.659513,0.759985,,,,,0,0,128.0327,2410.021,2257.851,3438.107,2536.484,3586.565,2358.302,7853.913,2887.751,3097.501,1882.493,4010.101,2765.207,3939.234,1999.315,3025.442,1561.454
,0,59,16,284.26,16.60966,0.8165777,,,,,0,0,284.26,1768712,1903308,1891964,1914664,1787050,1967573,1875156,1990307,1821934,1933312,1772380,1865238,1887605,1998373,1985680,2087447
,0,60,15,284.2437,16.69249,0.8152478,,,,,0,0,284.2437,1663.921,1797.344,2332.001,1969.377,1663.591,2012.8,1817.998,1986.693,1869.51,1261.894,1859.627,1814.464,1775.249,2153.107,1630.072,2399.245
,0,61,14,284.2865,16.60966,0.8327999,,,,,0,0,284.2865,2168.263,3312.285,5072.834,5280.244,7163.625,4130.069,5635.252,5088.285,7225.924,6207.236,3899.1,5162.414,3848.742,4182.086,4959.587,5964.127
,0,62,14,284.2865,16.60966,0.8324311,,,,,0,0,284.2865,2168.263,3312.285,5072.834,5280.244,7163.625,4130.069,5635.252,5088.285,7225.924,6207.236,3899.1,5162.414,3848.742,4182.086,4959.587,5964.127
,0,63,11,284.2545,16.16993,0.8277648,,,,,0,0,284.2545,650.4603,2089.249,1104.166,2338.655,2410.315,1877.975,1492.563,2944.114,735.4944,2731.1,1405.988,1659.044,1239.333,3495.1,4126.917,7941.281
,0,64,12,284.2523,16.63253,0.824681,,,,,0,0,284.2523,1976.132,3745.618,2073.231,3314.675,2612.328,3770.258,5062.006,2998.671,1915.458,1756.119,2720.955,2305.202,3793.7,2575.962,4644.788,3671.096
,0,65,10,284.2779,16.64394,0.8374851,,,,,0,0,284.2779,1409.879,1255.648,781.8478,1029.894,989.7687,1267.861,1060.707,1337.459,766.6454,1218.365,1309.154,910.0351,1996.994,1508.637,1275.746,1093.988
,0,66,16,159.1028,15.7616,0.8282157,,,,,0,0,159.1028,1568682,1611982,1504104,1769332,1528112,1777711,1596947,1818051,1517999,1696551,1464538,1620543,1606588,1719024,1510092,1844131
,0,67,16,159.1139,14.48791,0.8293079,,,,,0,0,159.1139,2553.484,3259.401,4828.717,5577.214,7442.744,4546.529,6839.064,6752.125,7559.488,7254.593,5473.257,4334.497,4485.224,7811.754,4987.733,5909.525
,0,68,14,159.1139,15.76923,0.804249,,,,,0,0,159.1139,2220.442,2616.968,4337.233,6616.749,7286.179,5173.33,5982.943,8976.282,6365.114,7421.297,4705.022,4146.347,5260.046,9664.558,4600.865,6304.992
,0,69,14,159.1083,15.76445,0.8335793,,,,,0,0,159.1083,1485.898,2603.714,1929.363,2146.855,2117.656,2801.992,1494.246,3423.551,2429.86,1952.01,1957.35,1418.891,3039.813,3226.415,1439.359,1736.348
,0,70,15,159.1082,14.48409,0.8243436,,,,,0,0,159.1082,1594.562,2080.67,2250.83,2462.781,1922.378,1663.364,1691.61,2030.805,2125.077,2253.536,1651.679,2179.01,1709.553,2240.244,2229.091,2690.489
,0,71,14,159.1138,15.76923,0.8333938,,,,,0,0,159.1138,2234.545,2616.968,4337.233,6616.749,7286.179,5173.33,5982.943,8976.282,6365.114,7421.297,4705.022,4146.347,5260.046,9034.637,4600.865,6304.992
,0,72,16,159.1139,14.48791,0.8293189,,,,,0,0,159.1139,2553.484,3259.401,4828.717,5577.214,7442.744,4546.529,6839.064,6752.125,7559.488,7254.593,5473.257,4334.497,4485.224,7811.754,4987.733,5909.525
,0,73,16,128.0353,4.257935,0.8235921,,,,,0,0,128.0353,680318.1,622549.1,898952.3,659323,938503.3,1033741,993947.3,1076730,952176.3,1061884,848409.2,979291.2,734078.8,861004.8,765989.5,896575
,0,74,3,128.0354,5.813584,0.6717972,,,,,0,0,128.0354,674155.7,14654.5,711714.9,13253.07,601080.6,17176.4,641674.9,16383.74,586304.2,203873.4,579460,94651.24,492292.3,97770.31,249554.8,10799.8
,0,75,4,128.0326,7.648119,0.808732,,,,,0,0,128.0326,2410.021,2655.496,3438.107,2536.484,3586.565,2358.302,7853.913,2887.751,3097.501,1882.493,4010.101,2765.207,3939.234,1999.315,3025.442,1561.454
,0,76,3,128.0327,7.930034,0.7133276,,,,,0,0,128.0327,2632.984,2257.851,3267.299,1892.193,2436.158,2669.36,1850.05,1923.199,2421.143,1879.717,2442.899,1222.272,1625.284,1818.791,1551.688,1627.327
,0,77,15,159.117,15.76826,0.8296195,,,,,0,0,159.117,7918.264,8498.773,6050.692,11175.71,7805.203,10020.23,9002.707,9788.576,7909.102,10094.17,5440.051,7969.929,9355.196,9624.229,6654.449,7781.577
,0,78,16,159.1169,14.4822,0.8012577,,,,,0,0,159.1169,6341.402,7089.833,5940.64,8069.146,7442.744,8565.844,7051.377,7643.978,6388.842,7355.078,7022.007,7950.073,8276.661,9914.532,9454.698,7724.061
,0,79,16,146.0458,4.249355,0.8409835,,,,,0,0,146.0458,1046165,873048.3,1325230,972779.3,1356066,1563259,1421073,1567709,1428174,1633252,1297137,1543112,1222396,1397278,1297952,1647991
,0,80,16,218.1496,11.26649,0.8369009,,,,,0,0,218.1496,2708.159,2823.728,2911.634,3126.17,2773.626,1975.862,2807,2963.553,3016.363,1985.084,2553.076,2045.156,3736.783,1986.943,2638.817,2622.545
,0,81,16,333.092,16.26408,0.8395266,,,,,0,0,333.092,303460.9,138033,419021.2,130248.5,494330.2,92831.21,394508.4,161484.3,547753.9,165325.9,536769.2,54733.54,607843.2,140814.8,1657519,652528.5
,0,82,16,146.0458,4.249355,0.8392336,,,,,0,0,146.0458,1064869,873441,1338589,973313.4,1381672,1563781,1443375,1568133,1451593,1634818,1317057,1544214,1243490,1397863,1313704,1651600
,0,83,1,146.0459,5.803099,0.7222236,,,,,0,0,146.0459,16023.25,5305.451,17517.43,5084.054,19821.13,10318.74,19486.15,6216.928,24282.85,8192.555,17477.16,9895.386,15922.23,7311.86,11210.28,4691.215
,0,84,13,128.0434,4.249353,0.8201987,,,,,0,0,128.0434,1464.731,2252.441,3311.574,2644.812,3318.492,4439.714,5201.966,6542.25,5158.116,4266.956,3286.448,4266.412,3440.262,3661.978,3892.909,3267.982
,0,85,16,146.0576,4.238867,0.8449017,,,,,0,0,146.0576,4864.157,4793.369,5834.766,5000.375,5926.635,7591.304,7087.075,7452.012,7365.92,8023.663,6371.898,9034.663,7503.789,6910.92,8107.802,9423
,0,86,8,284.2682,18.27174,0.8328459,,,,,0,0,284.2682,2541.047,914.5981,1366.464,1379.075,2806.22,2606.837,5313.084,9511.481,6558.728,9162.597,6544.345,10049.93,7300.713,6647.813,51370.75,20322.75
,0,87,7,284.2682,18.66874,0.8376781,,,,,0,0,284.2682,7027.145,11412.73,9885.563,11888.97,10117.32,10261.12,7265.53,2222.879,6716.218,6088.72,2083.446,4061.108,2341.493,1413.908,17378.81,1639.667
,0,88,6,284.268,16.65537,0.7319763,,,,,0,0,284.268,2808.141,1932.741,5262.534,2364.534,2141.882,2416.726,5309.391,3728.16,3564.151,2095.464,4294.388,2007.054,2593.157,1367.79,3949.373,2073.095
,0,89,13,203.0874,7.792314,0.8322723,,,,,0,0,203.0874,1934.023,1400.882,2067.601,2348.604,1839.245,1690.763,2569.729,2597.027,2510.902,2384.292,1789.928,1378.752,1599.707,1382.352,2076.512,2504.324
,0,90,13,284.2523,16.63253,0.8325683,,,,,0,0,284.2523,1934.243,3745.618,2073.231,3314.675,2612.328,3770.258,5062.006,2998.671,1915.458,1756.119,2720.955,2305.202,3793.7,2575.962,4644.788,3671.096
,0,91,13,128.034,4.248399,0.8459912,,,,,0,0,128.034,191802.6,453683.8,955445.2,487370.7,667260.3,1082442,431644,1123758,685043.4,1115395,895345,1028327,800333.9,131664.3,174375.6,907043.5
,0,92,1,128.0333,3.076974,0.822403,,,,,0,0,128.0333,1519.361,2417.977,590698.2,910047,934584.8,543267.2,2030.75,513038.3,2150.286,1982.484,701289.8,497429.3,256161.8,1576.906,72095.48,11173.04
,0,93,16,159.1028,14.49838,0.8364715,,,,,0,0,159.1028,1496267,1539393,1448986,1618149,1534916,1517740,1430159,1625110,1369488,1449164,1360201,1483916,1475748,1566335,1489814,1694470
,0,94,13,146.0598,4.164512,0.8399178,,,,,0,0,146.0598,7379.844,5802.643,8903.258,6537.719,9562.079,7545.178,11017.53,8290.606,8811.192,8023.663,8740.296,9034.663,9356.63,6910.92,8349.067,9423
,0,95,15,159.117,15.76826,0.8297442,,,,,0,0,159.117,7918.264,8498.773,6050.692,11175.71,7805.203,10020.23,9002.707,9788.576,7909.102,10094.17,5440.051,7969.929,9355.196,9624.229,6654.449,7781.577
,0,96,16,159.1169,14.4822,0.8012577,,,,,0,0,159.1169,6341.402,7089.833,5940.64,8069.146,7270.129,8565.844,7051.377,7643.978,6378.392,7355.078,7022.007,7950.073,8276.661,9914.532,9454.698,7724.061
,0,97,16,159.1028,15.7616,0.8286363,,,,,0,0,159.1028,1568682,1611982,1504104,1769332,1528112,1777711,1596947,1818051,1517999,1696551,1464538,1620543,1606588,1719024,1510092,1844131
,0,98,15,203.0986,7.798923,0.8465227,,,,,0,0,203.0986,2131.115,2466.046,3477.852,3881.439,6152.031,3159.336,5917.362,3651.765,4940.142,4133.01,4100.508,3426.211,4459.874,2953.046,4626.44,3466.443
,0,99,16,159.1028,14.49838,0.8364018,,,,,0,0,159.1028,1379199,1395845,1424844,1468666,1480789,1444336,1406448,1561029,1283801,1289296,1219508,1340264,1437020,1484566,1334116,1509359
,0,100,3,128.0399,8.810464,0.5795161,,,,,0,0,128.0399,4161.777,5875.306,3560.657,5819.817,3439.571,6480.096,3615.499,6738.842,2877.033,4922.702,3662.083,5391.451,3616.469,5410.479,5347.11,6083.629
,0,101,2,128.04,9.328994,0.5710837,,,,,0,0,128.04,4109.144,6086.361,5131.961,5166.541,5089.048,5346.435,5259.58,5555.267,5018.775,5731.09,4654.748,5893.391,3987.56,5348.369,5072.885,3327.421
,0,102,0,128.04,9.044945,0.4522779,,,,,0,0,128.04,4482.894,5116.872,4108.066,6164.932,3906.988,6388.91,4846.127,5874.723,3466.593,5156.789,3384.53,5614.278,3932.025,5676.283,4245.193,3901.85
,0,103,16,146.0458,4.249355,0.8413576,,,,,0,0,146.0458,1046165,873441,1325230,972779.3,1346797,1563340,1421073,1567709,1418109,1634088,1294313,1543673,1210295,1397394,1285453,1650438
,0,104,15,146.0555,4.242682,0.838674,,,,,0,0,146.0555,2058.57,2834.301,4488.747,3485.381,4533.51,5035.129,7087.075,6843.433,6489.639,5896.877,4679.737,4604.873,5058.433,5395.048,6384.696,5733.621
,0,105,14,128.0453,4.261746,0.8221707,,,,,0,0,128.0453,3920.671,3305.327,4286.525,3682.218,5727.299,5531.409,5201.966,6616.561,5152.884,5914.435,4225.686,6096.799,5024.007,5109.555,4722.229,5276.665
,0,106,0,128.0451,3.045514,0.4807091,,,,,0,0,128.0451,3942.873,8521.71,5630.157,8241.667,3987.456,6433.957,5520.109,5588.016,4404.451,5142.258,4885.763,4663,5372.2,2002.577,1432.222,683.9742
,0,107,3,128.0326,7.659513,0.761975,,,,,0,0,128.0326,2410.021,2257.851,3438.107,2536.484,3586.565,2358.302,7853.913,2887.751,3097.501,1882.493,4010.101,2765.207,3939.234,1999.315,3025.442,1561.454
,0,108,16,284.2233,16.16994,0.8284288,,,,,0,0,284.2233,426066.4,798072.5,431918.1,773028.6,444880.4,840419.3,431374.4,803217,360365.8,646700.8,401727.1,733963.4,417409.8,663086.4,879514,1338431
,0,109,9,284.2238,18.22607,0.6762599,,,,,0,0,284.2238,26067.1,27823.74,26900.46,28593.7,26399.47,30312.77,26759.37,31453.19,23064.32,27917.68,29373.42,36315.25,38113.16,45274.82,39038.8,54421.3
,0,110,9,284.2237,17.49214,0.6188371,,,,,0,0,284.2237,41356.12,45231.68,39401.03,43878.55,40859.67,46268,40749.09,45993.56,41803.44,44576.49,37569.08,46606.25,43303.67,49314.36,46579.77,53272.47
,0,111,0,284.2238,17.94904,0.4601609,,,,,0,0,284.2238,9369.882,10968.46,10022.98,12708.32,11184.42,10937.1,9620.728,12489.57,8000.555,12430.8,9798.321,15487.79,12844.78,16317.79,19958.83,19224.15
,0,112,16,203.0825,7.796064,0.8374043,,,,,0,0,203.0825,1249304,1128070,1429693,1155077,1361838,1107520,1441097,1112318,1479324,1227220,1493846,1209434,1461526,1258861,1542758,1283251
,0,113,16,128.0251,4.262699,0.8294273,,,,,0,0,128.0251,3882.835,3037.241,4407.732,3290.817,5245.439,5105.471,4691.926,5926.369,5174.762,6257.109,4502.765,6241.737,5165.357,5210.463,4926.788,5467.701
,0,114,1,128.0251,3.051235,0.6545375,,,,,0,0,128.0251,3755.862,5469.836,6035.201,8149.715,4112.959,6215.832,4654.131,5238.747,6159.223,5159.11,3843.976,4686.079,5553.969,1942.565,1196.659,639.6941
,0,115,12,203.0771,7.800887,0.8373616,,,,,0,0,203.0771,1642.731,1448.759,2014.769,2611.768,2953.666,1655.252,2071.271,1010.857,2456.056,1684.011,2225.436,1241.436,1590.828,1903.064,3791.25,1426.759
,0,116,12,203.0772,7.800887,0.838384,,,,,0,0,203.0772,1642.731,1448.759,2014.769,2611.768,2953.666,1655.252,2071.271,739.3701,2456.056,1684.011,2225.436,1241.436,1590.828,1903.064,3791.25,1419.93
,0,117,5,128.0454,7.594976,0.7796879,,,,,0,0,128.0454,5312.009,5257.221,9484.177,4534.5,7205.617,5408.684,10893.26,6515.244,22044.88,8807.434,7030.691,4394.768,12393.38,7421.868,6215.585,4061.459
,0,118,13,128.0433,4.249353,0.8212249,,,,,0,0,128.0433,1464.731,2252.441,3311.574,2644.812,3018.351,4439.714,5201.966,6542.25,5158.116,4266.956,3286.448,4266.412,3440.262,3661.978,3892.909,3267.982
,0,119,16,203.0665,7.799876,0.8461298,,,,,0,0,203.0665,2042.735,2374.348,3518.092,3808.765,5948.172,3352.495,5912.85,3886.241,5108.674,4226.521,4070.238,3101.796,4085.899,2766.491,4905.911,4567.045
,0,120,16,164.1011,4.101597,0.8403773,,,,,0,0,164.1011,4824.091,4191.508,5595.379,3675.63,4458.562,3079.68,4988.622,3466.947,5636.691,3751.174,4671.69,3583.036,5140.083,3670.219,3895.316,2810.16
,0,121,16,573.1157,15.78919,0.8321106,,,,,0,0,573.1157,550145.4,252033.3,603810.2,340140.8,542255,221231.7,439778,277293.2,437418.2,444399.3,483811.7,540543,384287,369511.6,1293040,718841.7
,0,122,16,229.1448,16.77053,0.829369,,,,,0,0,229.1448,108839,121244.1,110178,123814.6,112993,131707.6,111690.8,124811,100593.8,110023.2,103537.4,120913.8,106702.1,119512.2,118047.4,140331.9
