duplicate_id,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,expectedRtDiff,ppmDiff,parent,091215_240M,091215_240i,091215_120M,091215_120i,091215_45M,091215_45i,091215_15M,091215_15i,091215_5M,091215_5i,091215_3M,091215_3i,091215_1M,091215_1i,091215_0M,091215_0i
26,0.0,27.0,16.0,229.1448,16.77053,0.8293287,0.0,0.0,229.1448,108839.0,121244.1,110178.0,123814.6,112993.0,131707.6,111690.8,124811.0,100593.8,110023.2,103537.4,120913.8,106702.1,119512.2,118047.4,140331.9
26,0.0,122.0,16.0,229.1448,16.77053,0.829369,0.0,0.0,229.1448,108839.0,121244.1,110178.0,123814.6,112993.0,131707.6,111690.8,124811.0,100593.8,110023.2,103537.4,120913.8,106702.1,119512.2,118047.4,140331.9
27,0.0,27.0,16.0,229.1448,16.77053,0.8293287,0.0,0.0,229.1448,108839.0,121244.1,110178.0,123814.6,112993.0,131707.6,111690.8,124811.0,100593.8,110023.2,103537.4,120913.8,106702.1,119512.2,118047.4,140331.9
27,0.0,682.0,16.0,229.1448,16.77053,0.8294245,0.0,0.0,229.1448,108479.6,120847.3,109815.3,123384.2,112592.0,131259.9,111311.3,124442.9,100196.0,109675.5,103179.7,120387.0,106278.1,119027.6,117636.3,139838.1
28,0.0,28.0,4.0,229.1447,16.34119,0.7560093,0.0,0.0,229.1447,5800.063,6043.223,5455.348,5157.29,5914.65,6232.174,5261.627,6282.72,5931.93,5603.501,5115.832,6071.355,5300.069,5080.928,5498.393,5185.577
28,0.0,123.0,4.0,229.1447,16.34119,0.7561396,0.0,0.0,229.1447,5800.063,6043.223,5455.348,5157.29,5914.65,6232.174,5261.627,6282.72,5931.93,5603.501,5115.832,6071.355,5300.069,5080.928,5498.393,5185.577
29,0.0,28.0,4.0,229.1447,16.34119,0.7560093,0.0,0.0,229.1447,5800.063,6043.223,5455.348,5157.29,5914.65,6232.174,5261.627,6282.72,5931.93,5603.501,5115.832,6071.355,5300.069,5080.928,5498.393,5185.577
29,0.0,683.0,4.0,229.1448,16.34119,0.7547169,0.0,0.0,229.1448,5440.594,5646.423,5092.681,4726.923,5513.686,5784.509,4882.082,5914.605,5534.141,5255.777,4758.148,5544.582,4876.057,4596.25,5087.641,4691.806
30,0.0,30.0,16.0,229.1347,16.09093,0.8200134,0.0,0.0,229.1347,3271304.0,2023332.0,3395884.0,2207516.0,3102825.0,1873094.0,3275450.0,2170389.0,3282121.0,2448737.0,2913373.0,2296168.0,3436440.0,2174347.0,1573819.0,871340.2
30,0.0,41.0,16.0,229.1347,16.09093,0.8209068,0.0,0.0,229.1347,3266481.0,2022093.0,3393245.0,2205736.0,3100440.0,1871881.0,3272551.0,2168755.0,3279107.0,2446858.0,2911072.0,2293956.0,3433075.0,2172926.0,1570568.0,870184.0
31,0.0,30.0,16.0,229.1347,16.09093,0.8200134,0.0,0.0,229.1347,3271304.0,2023332.0,3395884.0,2207516.0,3102825.0,1873094.0,3275450.0,2170389.0,3282121.0,2448737.0,2913373.0,2296168.0,3436440.0,2174347.0,1573819.0,871340.2
31,0.0,47.0,16.0,229.1347,16.09093,0.8199931,0.0,0.0,229.1347,3271415.0,2023593.0,3395956.0,2207557.0,3102937.0,1873094.0,3275549.0,2170389.0,3282268.0,2448823.0,2913437.0,2296231.0,3436539.0,2174347.0,1573819.0,871340.2
32,0.0,30.0,16.0,229.1347,16.09093,0.8200134,0.0,0.0,229.1347,3271304.0,2023332.0,3395884.0,2207516.0,3102825.0,1873094.0,3275450.0,2170389.0,3282121.0,2448737.0,2913373.0,2296168.0,3436440.0,2174347.0,1573819.0,871340.2
32,0.0,52.0,16.0,229.1347,16.09093,0.819988,0.0,0.0,229.1347,3271526.0,2023593.0,3396150.0,2207832.0,3103015.0,1873094.0,3275603.0,2170389.0,3282353.0,2449095.0,2913529.0,2296480.0,3436602.0,2174347.0,1573819.0,871340.2
33,0.0,31.0,12.0,229.1347,15.44555,0.7866223,0.0,0.0,229.1347,13788.33,5641.961,15016.19,5986.96,14369.58,7251.81,15378.5,6377.501,18719.28,7273.883,15378.25,7078.395,14268.15,7385.965,7810.027,3376.152
33,0.0,48.0,11.0,229.1347,15.44555,0.7864138,0.0,0.0,229.1347,13895.8,5894.982,15088.08,6026.256,14481.51,7251.81,15473.82,6377.501,18863.88,7350.667,15441.48,7141.203,14367.67,7385.965,7810.027,3376.152
34,0.0,31.0,12.0,229.1347,15.44555,0.7866223,0.0,0.0,229.1347,13788.33,5641.961,15016.19,5986.96,14369.58,7251.81,15378.5,6377.501,18719.28,7273.883,15378.25,7078.395,14268.15,7385.965,7810.027,3376.152
34,0.0,53.0,11.0,229.1347,15.44555,0.7864138,0.0,0.0,229.1347,14005.94,5894.982,15282.78,6292.134,14560.05,7251.81,15528.36,6377.501,18948.89,7593.283,15534.08,7388.625,14430.7,7385.965,7810.027,3376.152
35,0.0,31.0,12.0,229.1347,15.44555,0.7866223,0.0,0.0,229.1347,13788.33,5641.961,15016.19,5986.96,14369.58,7251.81,15378.5,6377.501,18719.28,7273.883,15378.25,7078.395,14268.15,7385.965,7810.027,3376.152
35,0.0,2813.0,15.0,229.1347,15.44555,0.8117434,0.0,0.0,229.1347,13886.18,5894.982,15753.1,6292.134,14975.08,7251.81,15987.28,6377.501,19094.85,7350.667,15291.83,7099.543,14867.1,7385.965,7496.38,3376.152
36,0.0,34.0,16.0,353.0494,16.22701,0.8300843,0.0,0.0,353.0494,4549590.0,2988034.0,4883394.0,3476760.0,4701148.0,2885211.0,4828764.0,3175535.0,4960952.0,3710853.0,4535282.0,3557560.0,5001676.0,3431146.0,4697824.0,3286041.0
36,0.0,39.0,16.0,353.0494,16.22701,0.8312572,0.0,0.0,353.0494,4549458.0,2988011.0,4883256.0,3476831.0,4700976.0,2885088.0,4828946.0,3175389.0,4960678.0,3710879.0,4535205.0,3557560.0,5001458.0,3430898.0,4697488.0,3285750.0
37,0.0,36.0,10.0,229.1813,18.20132,0.785948,0.0,0.0,229.1813,2668.616,2536.635,3055.765,3582.787,2798.948,2783.611,2921.47,2766.441,3103.902,2915.568,3514.51,4799.054,4147.887,6414.063,7340.331,10421.57
37,0.0,7099.0,10.0,229.1813,18.20132,0.7898982,0.0,0.0,229.1813,2668.616,2536.635,3055.765,3582.787,2798.948,2783.611,2921.47,2766.441,3103.902,2915.568,3514.51,4799.054,4147.887,6188.088,7072.162,10045.15
38,0.0,37.0,5.0,229.1812,17.5816,0.7988793,0.0,0.0,229.1812,3603.53,3338.681,3825.912,3298.375,3696.815,4039.669,3061.218,4218.619,3274.387,3445.038,3292.625,4346.092,4495.969,4668.76,4817.241,5143.691
38,0.0,7100.0,5.0,229.1812,17.5816,0.8004748,0.0,0.0,229.1812,3603.53,3338.681,3825.912,3298.375,3696.815,4039.669,3061.218,4218.619,3274.387,3445.038,3292.625,4346.092,4495.969,4442.786,4552.434,4767.288
39,0.0,38.0,2.0,229.1813,17.8634,0.5288657,0.0,0.0,229.1813,3228.917,3100.061,3058.268,2661.444,3109.948,3274.207,3081.795,3179.249,3303.727,3386.079,2850.352,4152.73,3402.363,4597.36,5323.52,6133.051
39,0.0,7101.0,4.0,229.1813,17.8634,0.5371886,0.0,0.0,229.1813,3228.917,3100.061,3058.268,2661.444,3109.948,3274.207,3081.795,3179.249,3303.727,3386.079,2850.352,4152.73,3402.363,4371.386,5055.351,5756.636
40,0.0,41.0,16.0,229.1347,16.09093,0.8209068,0.0,0.0,229.1347,3266481.0,2022093.0,3393245.0,2205736.0,3100440.0,1871881.0,3272551.0,2168755.0,3279107.0,2446858.0,2911072.0,2293956.0,3433075.0,2172926.0,1570568.0,870184.0
40,0.0,47.0,16.0,229.1347,16.09093,0.8199931,0.0,0.0,229.1347,3271415.0,2023593.0,3395956.0,2207557.0,3102937.0,1873094.0,3275549.0,2170389.0,3282268.0,2448823.0,2913437.0,2296231.0,3436539.0,2174347.0,1573819.0,871340.2
41,0.0,41.0,16.0,229.1347,16.09093,0.8209068,0.0,0.0,229.1347,3266481.0,2022093.0,3393245.0,2205736.0,3100440.0,1871881.0,3272551.0,2168755.0,3279107.0,2446858.0,2911072.0,2293956.0,3433075.0,2172926.0,1570568.0,870184.0
41,0.0,52.0,16.0,229.1347,16.09093,0.819988,0.0,0.0,229.1347,3271526.0,2023593.0,3396150.0,2207832.0,3103015.0,1873094.0,3275603.0,2170389.0,3282353.0,2449095.0,2913529.0,2296480.0,3436602.0,2174347.0,1573819.0,871340.2
42,0.0,45.0,15.0,307.1609,17.50356,0.8420693,0.0,0.0,307.1609,7218.826,5994.659,7371.197,5703.902,6434.831,5964.119,6094.843,5501.866,6012.138,5679.12,6070.055,6411.076,5628.643,5756.114,5461.877,4367.565
42,0.0,4294.0,16.0,307.1609,17.50356,0.8455531,0.0,0.0,307.1609,7218.826,5994.659,7371.197,5703.902,6434.831,5964.119,6094.843,5501.866,6012.138,5679.12,6070.055,6411.076,5628.643,5756.114,5461.877,4367.565
43,0.0,45.0,15.0,307.1609,17.50356,0.8420693,0.0,0.0,307.1609,7218.826,5994.659,7371.197,5703.902,6434.831,5964.119,6094.843,5501.866,6012.138,5679.12,6070.055,6411.076,5628.643,5756.114,5461.877,4367.565
43,0.0,4595.0,16.0,307.1618,17.50356,0.845047,0.0,0.0,307.1618,7218.826,5994.659,7371.197,5703.902,6434.831,5964.119,6094.843,5501.866,6012.138,5679.12,6070.055,6411.076,5628.643,5756.114,5461.877,4367.565
44,0.0,46.0,12.0,307.156,17.90812,0.737301,0.0,0.0,307.156,1160.18,1005.19,880.4979,853.0569,1085.547,1212.614,803.7313,1201.949,1081.358,1011.388,1023.924,959.926,1089.991,883.1877,1111.807,1268.812
44,0.0,4295.0,14.0,307.156,17.90812,0.7705718,0.0,0.0,307.156,1160.18,1005.19,880.4979,853.0569,1085.547,1212.614,803.7313,1201.949,1081.358,1011.388,1023.924,959.926,1089.991,883.1877,1111.807,1268.812
45,0.0,46.0,12.0,307.156,17.90812,0.737301,0.0,0.0,307.156,1160.18,1005.19,880.4979,853.0569,1085.547,1212.614,803.7313,1201.949,1081.358,1011.388,1023.924,959.926,1089.991,883.1877,1111.807,1268.812
45,0.0,12046.0,16.0,307.156,17.90812,0.8099843,0.0,0.0,307.156,1160.18,1005.19,880.4979,853.0569,1085.547,1212.614,803.7313,1201.949,1081.358,1011.388,1023.924,959.926,1089.991,883.1877,1111.807,1268.812
46,0.0,47.0,16.0,229.1347,16.09093,0.8199931,0.0,0.0,229.1347,3271415.0,2023593.0,3395956.0,2207557.0,3102937.0,1873094.0,3275549.0,2170389.0,3282268.0,2448823.0,2913437.0,2296231.0,3436539.0,2174347.0,1573819.0,871340.2
46,0.0,52.0,16.0,229.1347,16.09093,0.819988,0.0,0.0,229.1347,3271526.0,2023593.0,3396150.0,2207832.0,3103015.0,1873094.0,3275603.0,2170389.0,3282353.0,2449095.0,2913529.0,2296480.0,3436602.0,2174347.0,1573819.0,871340.2
47,0.0,48.0,11.0,229.1347,15.44555,0.7864138,0.0,0.0,229.1347,13895.8,5894.982,15088.08,6026.256,14481.51,7251.81,15473.82,6377.501,18863.88,7350.667,15441.48,7141.203,14367.67,7385.965,7810.027,3376.152
47,0.0,53.0,11.0,229.1347,15.44555,0.7864138,0.0,0.0,229.1347,14005.94,5894.982,15282.78,6292.134,14560.05,7251.81,15528.36,6377.501,18948.89,7593.283,15534.08,7388.625,14430.7,7385.965,7810.027,3376.152
48,0.0,48.0,11.0,229.1347,15.44555,0.7864138,0.0,0.0,229.1347,13895.8,5894.982,15088.08,6026.256,14481.51,7251.81,15473.82,6377.501,18863.88,7350.667,15441.48,7141.203,14367.67,7385.965,7810.027,3376.152
48,0.0,2813.0,15.0,229.1347,15.44555,0.8117434,0.0,0.0,229.1347,13886.18,5894.982,15753.1,6292.134,14975.08,7251.81,15987.28,6377.501,19094.85,7350.667,15291.83,7099.543,14867.1,7385.965,7496.38,3376.152
49,0.0,50.0,16.0,229.1639,16.18612,0.8226599,0.0,0.0,229.1639,66519.91,99824.09,68083.62,94593.46,65240.5,100791.0,62286.57,86815.82,56869.29,81596.79,57861.53,86785.34,63025.09,82131.59,73211.75,105608.2
49,0.0,749.0,16.0,229.1636,16.18612,0.8129411,0.0,0.0,229.1636,66532.68,99861.77,68134.96,94603.19,65268.16,100821.0,62329.25,86837.0,56897.88,81618.85,57869.06,86799.38,63059.7,82144.3,73224.93,105641.4
50,0.0,51.0,16.0,229.1641,16.84386,0.8273769,0.0,0.0,229.1641,50006.53,55366.61,49344.08,52817.34,51501.17,55834.0,47516.86,51337.47,44691.34,49997.02,48216.06,52622.83,53756.05,57485.45,51922.09,57664.08
50,0.0,750.0,16.0,229.1641,16.84386,0.8272582,0.0,0.0,229.1641,50019.29,55404.3,49395.43,52827.06,51528.82,55864.01,47559.55,51358.64,44719.93,50019.07,48223.59,52636.88,53790.65,57498.18,51935.27,57697.34
51,0.0,53.0,11.0,229.1347,15.44555,0.7864138,0.0,0.0,229.1347,14005.94,5894.982,15282.78,6292.134,14560.05,7251.81,15528.36,6377.501,18948.89,7593.283,15534.08,7388.625,14430.7,7385.965,7810.027,3376.152
51,0.0,2813.0,15.0,229.1347,15.44555,0.8117434,0.0,0.0,229.1347,13886.18,5894.982,15753.1,6292.134,14975.08,7251.81,15987.28,6377.501,19094.85,7350.667,15291.83,7099.543,14867.1,7385.965,7496.38,3376.152
52,0.0,54.0,16.0,164.0865,4.095881,0.8413971,0.0,0.0,164.0865,17115.51,11796.01,23462.01,16886.91,24175.48,16601.77,19959.35,15924.3,19365.45,16408.94,20691.28,15297.09,22062.18,18086.03,29933.79,19465.44
52,0.0,1841.0,16.0,164.0864,4.095881,0.8478052,0.0,0.0,164.0864,17115.51,11796.01,23462.01,16886.91,24175.48,16601.77,19959.35,15924.3,19365.45,16408.94,20691.28,15297.09,22062.18,18086.03,29933.79,19465.44
53,0.0,54.0,16.0,164.0865,4.095881,0.8413971,0.0,0.0,164.0865,17115.51,11796.01,23462.01,16886.91,24175.48,16601.77,19959.35,15924.3,19365.45,16408.94,20691.28,15297.09,22062.18,18086.03,29933.79,19465.44
53,0.0,3208.0,16.0,164.0864,4.095881,0.8477994,0.0,0.0,164.0864,17115.51,11796.01,23462.01,16886.91,24175.48,16601.77,19959.35,15924.3,19365.45,16408.94,20691.28,15297.09,22062.18,18086.03,29933.79,19465.44
