duplicate_id,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,expectedRtDiff,ppmDiff,parent,091215_240M,091215_240i,091215_120M,091215_120i,091215_45M,091215_45i,091215_15M,091215_15i,091215_5M,091215_5i,091215_3M,091215_3i,091215_1M,091215_1i,091215_0M,091215_0i
52,0.0,5482.0,13.0,284.2178,16.6268,0.8260131,0.0,0.0,284.2178,1985.07,2890.319,1554.47,1712.82,1564.59,1891.075,2039.86,1738.054,1561.964,4034.369,2208.59,1617.823,1654.019,1350.778,2085.938,1260.17
53,0.0,98.0,16.0,308.1157,16.09093,0.8300414,0.0,0.0,308.1157,672649.8,344949.1,781500.2,367644.4,654599.0,311016.2,728997.5,372294.6,718774.9,438872.0,571001.9,395529.9,746160.8,382470.2,230481.9,110542.8
53,0.0,828.0,16.0,308.1157,16.09093,0.8301626,0.0,0.0,308.1157,672649.8,344949.1,781500.2,367644.4,654845.6,311016.2,728997.5,372294.6,718774.9,438872.0,571001.9,395529.9,745753.5,382470.2,230481.9,110542.8
54,0.0,110.0,3.0,134.8947,5.95847,0.8101965,0.0,0.0,134.8947,239089.9,34514.08,415285.5,149286.0,457979.3,2268.41,523287.0,100554.6,450817.9,500602.2,433104.2,467332.2,508564.8,486614.1,504547.1,227601.1
54,0.0,3822.0,4.0,134.8947,5.95847,0.8249638,0.0,0.0,134.8947,239860.0,35040.85,417152.1,150154.1,459616.3,3234.382,525352.6,101257.0,452035.2,502334.5,434038.8,469183.0,509216.1,487507.0,504932.4,228050.9
55,0.0,114.0,16.0,371.0598,15.72638,0.8319625,0.0,0.0,371.0598,578835.9,344132.2,627264.3,362084.2,585607.9,268576.5,607398.1,320955.5,642557.7,410138.8,572633.2,384232.5,621423.6,374262.5,415552.2,220369.4
55,0.0,182.0,16.0,371.0598,15.72638,0.832074,0.0,0.0,371.0598,578835.9,344132.2,627264.3,362084.2,585607.9,268576.5,607398.1,320955.5,642557.7,410138.8,572633.2,384232.5,621423.6,374262.5,415552.2,220369.4
56,0.0,131.0,16.0,230.138,16.09093,0.8214279,0.0,0.0,230.138,495711.2,312933.5,509426.9,339878.5,466922.6,286207.9,498094.2,331212.4,513846.1,367658.0,443321.8,357756.2,518638.2,329300.1,240739.4,129444.1
56,0.0,151.0,16.0,230.138,16.09093,0.8177388,0.0,0.0,230.138,493241.8,311154.8,507608.7,337785.5,465405.9,284157.5,496554.5,329395.8,512222.4,365768.2,441558.5,356132.1,516744.4,327549.5,239080.7,128053.8
57,0.0,140.0,6.0,134.8653,6.005181,0.728678,0.0,0.0,134.8653,309662.8,85131.92,519190.0,190080.0,300912.0,24162.44,216456.1,95753.91,282966.3,140911.2,224867.3,86043.46,437689.5,97848.8,498200.1,267770.7
57,0.0,149.0,6.0,134.8653,6.005181,0.7584863,0.0,0.0,134.8653,316026.1,99914.7,526325.8,203286.3,309951.4,33674.92,221475.3,102106.3,285713.5,146851.8,229033.5,93551.46,440781.5,104112.2,502664.1,275970.2
58,0.0,140.0,6.0,134.8653,6.005181,0.728678,0.0,0.0,134.8653,309662.8,85131.92,519190.0,190080.0,300912.0,24162.44,216456.1,95753.91,282966.3,140911.2,224867.3,86043.46,437689.5,97848.8,498200.1,267770.7
58,0.0,168.0,6.0,134.8652,5.985165,0.7763723,0.0,0.0,134.8652,316026.1,99914.7,526325.8,203286.3,309951.4,37381.41,221475.3,102106.3,285713.5,146851.8,229033.5,93551.46,440781.5,104112.2,502664.1,275970.2
59,0.0,149.0,6.0,134.8653,6.005181,0.7584863,0.0,0.0,134.8653,316026.1,99914.7,526325.8,203286.3,309951.4,33674.92,221475.3,102106.3,285713.5,146851.8,229033.5,93551.46,440781.5,104112.2,502664.1,275970.2
59,0.0,168.0,6.0,134.8652,5.985165,0.7763723,0.0,0.0,134.8652,316026.1,99914.7,526325.8,203286.3,309951.4,37381.41,221475.3,102106.3,285713.5,146851.8,229033.5,93551.46,440781.5,104112.2,502664.1,275970.2
60,0.0,152.0,16.0,165.0749,4.101598,0.8412419,0.0,0.0,165.0749,452831.2,329367.8,472125.1,356046.3,458658.0,309511.5,462341.2,321635.6,496163.2,362310.2,428665.3,343269.4,452885.3,348978.9,408535.0,335068.2
60,0.0,5803.0,16.0,165.0748,4.101598,0.8409067,0.0,0.0,165.0748,452084.3,329274.6,471770.0,355018.4,458612.7,309269.1,460358.8,321282.9,495191.7,361301.2,426343.5,341520.2,451176.5,348014.2,406713.2,333263.8
61,0.0,174.0,16.0,228.1969,12.55256,0.7374645,0.0,0.0,228.1969,355513.7,382541.7,375821.4,393479.8,369810.2,389377.6,371855.3,389562.3,351880.3,373092.5,349539.2,366301.6,355004.7,373201.8,368798.5,392795.0
61,0.0,180.0,16.0,228.1969,12.55256,0.7380049,0.0,0.0,228.1969,355059.9,382150.5,375373.0,393101.3,369409.3,388972.9,371488.0,389165.6,351472.6,372731.5,349185.6,365839.3,354512.5,372754.0,368362.0,392235.5
62,0.0,178.0,16.0,285.2634,16.61062,0.8204048,0.0,0.0,285.2634,319343.8,349568.5,344064.7,344959.0,323964.2,352212.2,338698.9,364913.1,324220.5,342643.5,318978.2,340784.2,342711.4,357721.8,363295.2,379242.8
62,0.0,183.0,16.0,285.2634,16.61062,0.8205887,0.0,0.0,285.2634,318891.8,349078.3,342977.2,344311.8,323157.7,351605.7,337673.4,363785.2,323114.1,342181.5,318303.8,340078.4,341866.0,356946.2,362677.0,378616.2
63,0.0,184.0,16.0,148.0484,4.111131,0.8416994,0.0,0.0,148.0484,97153.96,64077.28,102327.1,69785.77,96928.0,60909.66,101925.5,63844.89,109962.9,77272.01,90915.09,69763.81,98542.91,66757.29,87686.05,62925.6
63,0.0,481.0,16.0,148.0484,4.111131,0.8417198,0.0,0.0,148.0484,97153.96,64077.28,102327.1,69785.77,96928.0,60909.66,101925.5,63844.89,109962.9,77272.01,90915.09,69763.81,98005.27,66757.29,87686.05,62925.6
64,0.0,189.0,15.0,241.1059,15.75207,0.8044941,0.0,0.0,241.1059,125755.6,140722.2,119744.0,143629.8,121884.9,148794.6,133009.8,148972.2,122350.0,144431.8,120622.1,133823.0,127572.1,145179.8,124309.6,147326.5
64,0.0,205.0,15.0,241.1059,15.75207,0.8052494,0.0,0.0,241.1059,125308.0,140275.6,119269.1,143141.9,121505.0,148302.8,132657.9,148590.5,121956.4,144124.9,120188.2,133583.5,127250.0,145020.0,124096.4,146879.3
65,0.0,190.0,16.0,241.1058,14.47838,0.7803907,0.0,0.0,241.1058,297170.7,329725.6,285649.4,315753.0,292950.0,313290.2,285396.0,322644.4,269930.2,314198.8,278893.0,309628.3,287520.8,327100.3,299306.5,353404.0
65,0.0,206.0,16.0,241.1058,14.47838,0.7842834,0.0,0.0,241.1058,296723.1,329279.0,285174.5,315265.1,292570.1,312798.4,285044.1,322262.7,269536.6,313891.9,278459.1,309388.8,287198.8,326940.6,299093.3,352956.8
66,0.0,191.0,0.0,241.106,15.22089,0.4209422,0.0,0.0,241.106,10258.64,11480.54,10563.09,10664.52,8808.557,8060.666,9173.681,11234.86,9090.155,10196.43,8935.026,8450.809,9163.745,10512.89,10261.32,11669.25
66,0.0,207.0,0.0,241.106,15.22089,0.4232399,0.0,0.0,241.106,9811.047,11033.92,10088.16,10176.6,8428.71,7568.85,8821.837,10853.18,8696.562,9889.515,8501.081,8211.277,8841.679,10353.12,10048.15,11222.07
67,0.0,203.0,15.0,174.0407,13.02759,0.8346552,0.0,0.0,174.0407,8682.3,245917.9,8078.195,269455.5,10945.86,286510.5,13155.12,188351.2,12398.25,244638.5,11252.23,272649.4,12880.91,227409.8,12874.73,259935.1
67,0.0,2005.0,16.0,174.0407,13.02759,0.8368423,0.0,0.0,174.0407,8552.518,245781.0,7929.825,269254.0,10859.6,286504.8,13155.12,188366.6,12398.25,244422.7,11252.23,272649.4,12880.91,227409.8,12874.73,259935.1
68,0.0,215.0,15.0,345.0105,13.69109,0.8387402,0.0,0.0,345.0105,23869.49,22356.3,28624.35,24940.22,101492.9,64296.04,269316.7,113807.1,257722.4,108985.2,241416.2,132687.8,55661.0,66453.71,1803.256,1599.188
68,0.0,219.0,15.0,345.0103,13.69585,0.8420391,0.0,0.0,345.0103,24402.36,22984.4,29211.41,25591.2,101793.4,64510.52,269810.0,114089.0,258479.2,109639.6,241655.8,132989.8,55829.36,66745.66,675.4599,2070.595
69,0.0,221.0,15.0,283.2649,18.40311,0.7386041,0.0,0.0,283.2649,35166.06,57223.89,58033.0,63187.21,51950.15,53484.79,37912.73,50742.83,35505.04,42870.78,30240.12,51041.86,35438.39,35628.89,257176.9,103389.3
69,0.0,1038.0,16.0,283.2649,18.40311,0.7720779,0.0,0.0,283.2649,34930.56,56945.52,57797.55,62944.94,51653.03,53287.61,37602.07,50578.52,35114.35,42536.68,29887.97,50614.22,34917.57,35396.1,256685.8,103698.2
70,0.0,238.0,0.0,191.0198,16.01198,0.3960714,0.0,0.0,191.0198,13052.07,11496.56,2949.197,12374.68,3214.079,2058.433,3644.563,1424.307,2987.919,9446.848,10986.4,8825.491,2812.774,2443.292,6840.807,5425.145
70,0.0,1940.0,9.0,191.0198,16.01198,0.8088831,0.0,0.0,191.0198,13621.4,11890.81,3452.059,12799.68,3903.763,2660.767,4140.917,1862.806,3602.801,9773.812,11363.45,9161.722,3210.711,2901.503,7293.901,6025.338
71,0.0,242.0,16.0,285.2267,16.16612,0.8286246,0.0,0.0,285.2267,69022.45,133760.5,77157.27,126723.1,75300.15,140875.9,72346.44,131488.6,59313.0,99761.98,65174.97,124722.1,70978.23,122980.3,150552.5,219800.3
71,0.0,263.0,16.0,285.2267,16.16612,0.8271689,0.0,0.0,285.2267,70665.52,134986.7,77209.19,128519.8,75521.52,141376.5,72422.96,131920.3,59509.57,101801.0,65874.84,127212.6,71349.27,123255.2,152781.3,222360.4
72,0.0,246.0,16.0,375.0313,16.22034,0.8116367,0.0,0.0,375.0313,196040.3,205104.2,188099.2,220505.8,183590.1,203522.7,178229.2,197597.8,181807.8,201599.0,164746.8,196664.8,193450.5,202160.1,155141.4,175385.0
72,0.0,248.0,16.0,375.0313,16.22034,0.8119819,0.0,0.0,375.0313,196040.3,205104.2,188099.2,220505.8,183590.1,203522.7,178229.2,197597.8,181807.8,201599.0,164746.8,196664.8,193450.5,202160.1,155141.4,175385.0
73,0.0,299.0,0.0,232.9753,4.862273,0.4705132,0.0,0.0,232.9753,3449.803,3973.094,4347.469,6178.35,3968.09,2691.056,3682.097,3429.062,3567.073,3267.069,7674.326,3666.72,2303.585,2792.487,2647.083,2775.604
73,0.0,3701.0,0.0,232.9753,4.884199,0.4995372,0.0,0.0,232.9753,3449.803,3977.243,4347.469,6323.499,3968.09,2716.03,3682.097,3429.062,3567.073,3267.069,7674.326,3666.72,2303.585,2792.487,2591.038,2775.604
74,0.0,328.0,0.0,569.4677,15.63689,0.4896707,0.0,0.0,569.4677,3593.176,5176.208,2788.855,5394.919,1850.145,5437.047,2024.215,4863.007,1607.699,3928.866,2640.649,4115.964,2722.913,6506.811,4793.472,9935.468
74,0.0,4343.0,11.0,569.4677,15.63689,0.8380173,0.0,0.0,569.4677,3593.176,5253.805,2788.855,5777.937,1850.145,5437.047,2024.215,5286.528,1607.699,3928.866,2640.649,4115.964,2722.913,6506.811,4793.472,10653.63
75,0.0,331.0,0.0,586.4662,16.11764,0.4389884,0.0,0.0,586.4662,1683.761,7976.926,2256.475,10602.28,2141.733,11667.47,3545.123,7259.739,1224.772,6042.173,1333.644,8099.393,2060.241,5314.388,7846.538,15656.72
75,0.0,4200.0,7.0,586.4662,16.12428,0.8061156,0.0,0.0,586.4662,2055.596,8470.493,1526.351,10602.28,2141.733,11654.09,3545.123,7534.184,1224.772,6042.173,1333.644,8099.393,2060.241,5688.753,7846.538,16293.74
76,0.0,346.0,16.0,489.3031,14.47743,0.8104923,0.0,0.0,489.3031,139882.4,70681.27,143292.3,72661.87,154959.7,82428.82,153733.4,68099.0,161358.9,78213.5,138549.7,68329.39,133655.2,60722.76,125850.3,55989.36
76,0.0,1236.0,16.0,489.3031,14.47743,0.8369013,0.0,0.0,489.3031,139049.0,71806.09,145314.2,73954.52,156626.3,84009.3,155810.5,69554.5,162425.9,78694.68,139215.3,69026.87,135062.1,61821.93,124354.9,55167.99
77,0.0,352.0,15.0,301.2579,16.04434,0.817296,0.0,0.0,301.2579,82020.76,110996.0,97128.15,108571.3,88964.91,111846.8,88280.07,127361.2,70858.1,107746.0,80458.49,109889.7,86898.76,126392.4,125107.3,150140.2
77,0.0,358.0,15.0,301.2579,16.04434,0.8174729,0.0,0.0,301.2579,81831.54,110670.1,96678.41,108300.4,88672.52,111485.5,87866.01,126917.6,70677.31,107599.0,80165.53,109686.0,86594.9,126017.3,124949.1,149845.1
78,0.0,353.0,16.0,301.2583,16.42594,0.8172982,0.0,0.0,301.2583,63093.75,76228.74,66597.27,73718.13,63390.47,84513.28,67318.24,74064.82,54231.64,70436.63,60504.17,74880.01,64079.31,77976.3,71986.84,78447.84
78,0.0,359.0,16.0,301.2583,16.42594,0.8177145,0.0,0.0,301.2583,62904.53,75902.87,66147.54,73447.19,63098.08,84152.05,66904.18,73621.23,54050.86,70289.66,60211.21,74676.31,63775.46,77601.24,71828.55,78152.75
79,0.0,362.0,11.0,133.0143,13.37122,0.7871507,0.0,0.0,133.0143,3239.075,4204.171,3465.045,3778.006,2185.597,6881.127,2928.417,5508.369,3052.579,6562.52,3616.165,7442.599,3305.249,6988.631,3073.001,8114.605
79,0.0,4746.0,14.0,133.0143,13.37122,0.7948875,0.0,0.0,133.0143,3017.637,3758.031,3111.848,3240.907,2185.597,5857.341,2697.5,4496.728,2837.321,5929.854,3386.104,6399.154,3084.622,6072.975,2839.256,7002.723
80,0.0,374.0,9.0,268.2287,18.73537,0.7897978,0.0,0.0,268.2287,5661.891,6465.986,5361.785,5256.772,6228.404,5996.917,4808.225,5016.43,4907.977,4823.146,4190.341,3477.266,2899.521,3387.989,3435.105,4373.271
80,0.0,3549.0,14.0,268.2287,18.73537,0.8078586,0.0,0.0,268.2287,5687.721,6513.272,5364.149,5370.729,6248.215,6158.625,4808.225,5031.297,5029.782,4932.975,4331.062,3560.72,3013.817,3469.163,3508.92,4538.646
81,0.0,375.0,6.0,268.2288,18.17466,0.7554785,0.0,0.0,268.2288,3100.964,4032.098,3515.973,4469.036,3453.765,4468.023,3357.848,4005.603,3049.556,3814.364,3013.188,2968.671,2631.523,3122.956,3095.257,3320.236
81,0.0,3550.0,10.0,268.2288,18.17466,0.79929,0.0,0.0,268.2288,3126.795,4079.986,3518.336,4583.001,3473.579,4632.176,3357.848,4020.47,3171.768,3923.788,3155.146,3052.1,2745.822,3211.21,3169.36,3485.647
82,0.0,394.0,16.0,223.0956,17.19607,0.8310109,0.0,0.0,223.0956,109348.6,118157.3,112208.4,111952.7,107776.6,117199.4,110796.0,113229.7,107317.1,110267.2,108520.2,119591.3,106726.7,115949.9,117153.4,132933.1
82,0.0,446.0,16.0,223.0956,17.19607,0.8319138,0.0,0.0,223.0956,109285.9,118092.4,112152.1,111948.1,107669.6,117139.3,110786.1,113110.7,107253.4,110189.6,108446.8,119570.5,106597.4,115747.1,117040.9,132854.7
83,0.0,406.0,5.0,115.0037,13.43883,0.7874625,0.0,0.0,115.0037,3093.571,4968.666,3579.177,6963.316,2478.377,10384.29,2159.749,9914.128,3252.207,12832.48,3887.964,14728.36,3472.147,11677.21,2902.79,14899.57
83,0.0,5204.0,10.0,115.0037,13.43883,0.80111,0.0,0.0,115.0037,2959.416,4523.724,3275.263,6321.572,2385.562,9313.448,2056.122,8889.8,3056.375,11823.91,3799.607,13328.79,3378.821,10505.86,2805.766,13653.91
84,0.0,475.0,16.0,229.1636,16.18612,0.8136342,0.0,0.0,229.1636,66155.17,99413.77,67833.99,94292.24,64910.28,100487.8,61993.17,86442.66,56448.57,81158.34,57517.42,86418.16,62697.97,81765.7,72822.1,105330.6
84,0.0,494.0,16.0,229.1639,16.18612,0.8231106,0.0,0.0,229.1639,66035.53,99360.03,67717.96,94193.01,64910.28,100487.8,61874.36,86409.38,56384.53,81171.45,57517.42,86365.55,62695.05,81711.03,72697.23,105175.0
85,0.0,476.0,16.0,229.1641,16.84386,0.8275898,0.0,0.0,229.1641,49641.81,54956.32,49094.46,52516.12,51170.95,55530.76,47223.49,50964.3,44270.62,49558.55,47872.0,52255.65,53428.93,57119.57,51532.45,57386.56
85,0.0,495.0,16.0,229.1641,16.84386,0.8277987,0.0,0.0,229.1641,49522.28,54902.59,48978.43,52416.89,51170.95,55530.76,47104.7,50931.03,44206.58,49571.67,47872.0,52203.05,53426.0,57064.91,51407.58,57231.0
86,0.0,496.0,15.0,306.0764,7.989006,0.7135655,0.0,0.0,306.0764,4523.933,43563.32,8365.341,53797.44,11272.03,92047.65,4698.943,36710.79,5548.642,49382.89,13772.07,54749.84,7826.493,56659.68,15346.96,104471.6
86,0.0,2568.0,15.0,306.0764,7.989006,0.7491081,0.0,0.0,306.0764,3835.048,42103.56,7428.336,53157.87,10401.33,92414.8,3986.561,36328.16,4740.363,48892.56,12774.62,54541.64,7112.776,56392.52,14486.89,99989.09
87,0.0,533.0,4.0,132.868,15.31704,0.6973233,0.0,0.0,132.868,11975.71,7575.38,15757.61,11061.71,30158.05,21819.92,33926.01,12155.22,28784.63,19518.8,25560.57,24517.2,24151.69,16094.21,13126.69,8568.021
87,0.0,2088.0,10.0,132.868,15.31704,0.7853799,0.0,0.0,132.868,12561.66,8149.331,16557.32,11899.81,30496.01,22142.73,34001.24,12254.95,28908.33,19607.92,25561.05,24532.58,24151.69,16176.22,13341.7,8845.161
88,0.0,582.0,16.0,147.049,4.245542,0.8430167,0.0,0.0,147.049,57732.05,72443.93,70236.77,78995.32,73079.62,85095.55,79255.38,83822.85,72537.52,82663.2,66705.88,84315.65,63394.9,72959.88,69744.19,83932.57
88,0.0,5062.0,16.0,147.0488,4.245542,0.8312095,0.0,0.0,147.0488,58329.47,72443.93,70645.23,78995.32,73629.7,85095.55,79690.07,83822.85,73154.15,83185.59,67377.21,84758.55,64134.89,72959.88,70438.15,84454.88
89,0.0,644.0,15.0,274.128,16.09379,0.838788,0.0,0.0,274.128,63256.56,43069.36,68324.13,42577.1,60436.1,36678.38,63072.11,41836.73,66179.32,48634.81,54936.91,43104.73,66813.31,41575.9,27764.77,13151.72
89,0.0,670.0,16.0,274.128,16.09379,0.8390395,0.0,0.0,274.128,63256.56,43069.36,68324.13,42577.1,60436.1,36678.38,62754.87,41836.73,66179.32,48634.81,54936.91,43104.73,66509.02,41575.9,27764.77,13151.72
90,0.0,671.0,16.0,460.1987,11.27219,0.8408675,0.0,0.0,460.1987,44690.39,24972.29,45080.11,30105.03,45641.31,27413.46,51992.77,25149.32,54979.77,34248.71,48018.52,32132.63,61891.6,34143.05,58027.17,35702.21
90,0.0,2348.0,16.0,460.1989,11.27219,0.8501429,0.0,0.0,460.1989,44690.39,25421.02,45769.35,30748.84,45641.31,27413.46,52581.96,25930.75,55819.3,35132.71,48850.2,32132.63,61891.6,35027.74,58428.78,35702.21
91,0.0,680.0,1.0,255.2334,18.19756,0.5115083,0.0,0.0,255.2334,4333.929,3966.312,4276.605,5057.898,3614.704,4977.776,3625.028,4634.758,3760.065,4206.67,3612.607,7742.197,5408.331,4173.708,5936.252,12097.45
91,0.0,2411.0,1.0,255.2334,18.19756,0.5150248,0.0,0.0,255.2334,4249.188,3976.521,4201.878,5057.898,3538.269,5013.311,3499.735,4684.023,3661.179,4206.574,3473.064,7727.501,5339.995,4202.335,5882.297,12139.01
92,0.0,741.0,16.0,290.0886,6.825793,0.8423602,0.0,0.0,290.0886,10034.54,12875.59,14126.84,13830.24,10800.88,13387.13,11189.09,10491.94,11394.18,10243.15,10069.54,11498.36,10197.28,10177.59,58796.81,36978.73
92,0.0,2059.0,16.0,290.0886,6.825793,0.8445126,0.0,0.0,290.0886,10034.54,12875.59,13782.14,13830.24,10800.88,13387.13,11189.09,10491.94,11047.41,10243.15,10069.54,11498.36,10197.28,10177.59,58094.73,36532.62
93,0.0,746.0,16.0,351.2662,18.06805,0.8319234,0.0,0.0,351.2662,42726.22,46995.47,44982.14,44645.33,41913.06,49424.32,42425.21,42940.95,36093.6,45346.99,41020.41,42961.69,41738.68,46035.42,45141.91,56614.93
93,0.0,903.0,16.0,351.2662,18.06805,0.8318568,0.0,0.0,351.2662,42107.4,46482.56,44183.85,44080.79,40997.99,48551.54,41799.54,42165.59,35387.72,44889.64,40587.94,42422.62,40721.77,45268.22,44593.36,55839.37
94,0.0,758.0,15.0,333.059,4.302731,0.8470617,0.0,0.0,333.059,49408.11,16684.1,53651.09,20747.77,47778.0,22974.97,55006.64,13311.54,46845.21,18369.2,44484.74,19758.52,43483.78,14434.52,48988.44,17897.18
94,0.0,1757.0,16.0,333.059,4.302731,0.8471099,0.0,0.0,333.059,48705.63,16684.1,52558.46,20747.77,46754.76,22974.97,54007.42,13311.54,46010.9,18369.2,43457.52,19758.52,42649.98,14434.52,48282.64,17897.18
95,0.0,792.0,16.0,269.1876,17.50072,0.8348343,0.0,0.0,269.1876,44674.66,45523.56,43030.28,40516.1,37992.01,42683.46,42126.81,45106.07,43237.84,41956.77,39029.35,43609.94,41327.11,44314.04,44095.57,49972.82
95,0.0,874.0,16.0,269.1876,17.50072,0.8348472,0.0,0.0,269.1876,44330.02,45426.87,42699.23,40409.01,37540.61,42244.48,41753.94,44749.08,42863.12,41557.24,38688.34,43229.37,41224.96,43927.53,43875.85,49544.48
96,0.0,798.0,8.0,284.2682,18.64493,0.8395185,0.0,0.0,284.2682,7027.145,11412.73,9885.563,11888.97,10117.32,10261.12,7265.53,9511.481,6716.218,6088.72,2083.446,2604.668,2195.658,1332.672,16907.19,964.6132
96,0.0,1497.0,8.0,284.2682,18.64874,0.8374691,0.0,0.0,284.2682,7027.145,11412.73,9885.563,11888.97,10117.32,10261.12,7265.53,9511.481,6716.218,6088.72,2083.446,2761.669,2341.493,1382.294,17364.92,1621.095
97,0.0,819.0,13.0,310.2001,12.58492,0.7586587,0.0,0.0,310.2001,45849.68,44519.17,48874.18,48741.16,48758.72,46927.43,47537.5,46894.0,45797.03,46713.79,44341.36,44725.59,43849.14,43950.68,43258.39,44235.82
97,0.0,888.0,13.0,310.2001,12.58492,0.7589104,0.0,0.0,310.2001,45819.61,44467.02,48834.82,48681.84,48744.36,46867.99,47461.92,46820.71,45756.49,46681.05,44279.6,44716.33,43790.97,43870.45,43234.03,44026.59
98,0.0,820.0,16.0,393.3497,18.77155,0.8353523,0.0,0.0,393.3497,44329.38,45119.05,47429.25,47519.97,45652.56,48479.98,45360.36,45959.89,43315.71,43599.18,41735.29,35871.63,34177.29,36025.18,32970.96,39549.7
98,0.0,861.0,16.0,393.3497,18.77155,0.8351108,0.0,0.0,393.3497,44173.28,44855.16,47154.61,47290.64,45544.11,48394.82,45211.24,45801.8,43122.49,43300.62,41559.62,35642.92,34066.16,36025.18,32823.86,39332.12
99,0.0,821.0,16.0,393.3497,17.9148,0.8282387,0.0,0.0,393.3497,13664.21,14459.49,15050.21,15956.16,14783.88,16590.36,15726.27,15974.56,15706.7,14987.63,13444.87,14283.51,14200.07,15689.22,14603.64,18084.42
99,0.0,862.0,16.0,393.3497,17.9148,0.8284261,0.0,0.0,393.3497,13508.1,14195.59,14775.56,15726.84,14675.41,16505.21,15577.16,15816.46,15513.48,14689.07,13269.2,14054.8,14088.94,15689.22,14456.54,17866.84
100,0.0,822.0,14.0,393.3497,18.48405,0.7957612,0.0,0.0,393.3497,9044.1,9819.88,9772.229,9792.38,9415.486,9793.667,9009.575,8964.13,9275.75,7929.523,8529.722,8412.66,7531.438,8309.301,8914.741,9929.964
100,0.0,863.0,13.0,393.3497,18.48405,0.7965205,0.0,0.0,393.3497,8887.997,9556.211,9497.58,9563.062,9307.023,9708.511,8860.589,8806.168,9082.581,7630.969,8354.054,8183.977,7420.316,8309.301,8767.636,9712.382
101,0.0,834.0,7.0,111.0088,16.01102,0.7547948,0.0,0.0,111.0088,18287.79,16944.82,3844.193,14455.81,4054.34,3535.582,4065.654,1344.148,4585.803,16654.11,16218.02,15443.09,3467.775,2282.28,11994.5,5295.652
101,0.0,1302.0,9.0,111.0088,16.01102,0.8268752,0.0,0.0,111.0088,18511.63,17087.13,4178.591,14540.61,4623.936,3745.43,4559.194,1564.097,5069.114,16824.97,16447.2,15617.88,3703.749,2573.222,12294.42,5591.772
102,0.0,842.0,15.0,160.8422,15.33037,0.8354982,0.0,0.0,160.8422,16393.18,10214.88,20879.17,13736.49,43598.59,25695.15,40884.51,6908.289,41349.11,16446.63,38516.35,29326.48,24861.38,8075.458,17938.55,3239.158
102,0.0,1197.0,15.0,160.8422,15.33037,0.8390699,0.0,0.0,160.8422,16043.34,10214.88,20564.77,13736.49,42854.42,25439.21,40114.78,6908.289,40240.85,16446.63,37973.07,29075.94,24426.1,8075.458,17938.55,3239.158
103,0.0,864.0,16.0,308.1489,16.36215,0.8206286,0.0,0.0,308.1489,30746.12,34683.37,31120.01,37813.21,31246.12,38849.57,27758.53,39765.92,25028.66,36543.1,30904.62,39239.05,29648.48,39025.95,31091.72,43667.14
103,0.0,5689.0,16.0,308.1485,16.36215,0.8506408,0.0,0.0,308.1485,31668.1,35569.6,32022.38,38650.64,31987.72,39568.97,28532.38,40584.1,25757.38,37438.32,31707.13,39981.2,30304.68,39785.36,31924.56,44445.41
104,0.0,885.0,15.0,162.8392,15.32466,0.8439832,0.0,0.0,162.8392,15527.49,9603.479,20020.71,13040.06,43871.03,24433.07,41221.23,8492.562,28218.86,16101.3,35373.42,29375.88,25048.8,6411.168,16673.77,3663.95
104,0.0,1240.0,15.0,162.8392,15.32466,0.8456096,0.0,0.0,162.8392,15240.57,9603.479,19825.33,13040.06,43004.66,24433.07,40469.61,8492.562,27135.31,15835.4,35025.86,29026.58,24589.98,6411.168,16673.77,3663.95
105,0.0,937.0,16.0,298.9998,15.49028,0.8484259,0.0,0.0,298.9998,35441.59,17958.09,33420.5,20293.32,31562.59,15682.92,32823.56,20332.96,39978.63,23450.24,31991.26,19429.44,39440.98,21570.51,9032.327,5568.955
105,0.0,1091.0,16.0,298.9998,15.49028,0.8483028,0.0,0.0,298.9998,35441.59,17958.09,33420.5,20293.32,31562.59,15682.92,32823.56,20332.96,39978.63,23450.24,31991.26,19429.44,39440.98,21570.51,9032.327,5568.955
106,0.0,962.0,16.0,337.287,18.83817,0.8307035,0.0,0.0,337.287,30580.35,33153.33,34410.3,36120.0,31790.05,36200.91,34033.89,36915.41,31288.43,33233.93,32021.2,30593.15,29650.21,28433.6,28779.58,35612.84
106,0.0,1122.0,16.0,337.287,18.83817,0.8322771,0.0,0.0,337.287,30498.64,33021.2,34265.45,35992.81,31622.66,36110.02,33832.64,36810.47,31204.98,33114.39,32059.42,30599.84,29612.02,28354.8,28645.93,35560.44
107,0.0,964.0,14.0,337.287,18.31842,0.7981251,0.0,0.0,337.287,7168.164,9852.652,7671.244,7826.309,9015.461,8524.957,7465.76,8394.166,7390.162,9946.762,8000.28,6222.718,6961.396,8042.819,7610.9,8774.569
107,0.0,1123.0,15.0,337.287,18.31842,0.8105064,0.0,0.0,337.287,7086.456,9720.527,7526.433,7699.124,8848.075,8435.13,7264.508,8289.226,7306.719,9827.222,8038.5,6229.41,6923.207,7964.02,7477.249,8722.169
108,0.0,965.0,12.0,337.2869,17.86337,0.7746573,0.0,0.0,337.2869,7081.291,7793.562,8084.127,6845.709,8984.919,7896.823,7548.273,6388.306,5825.088,7044.127,5658.193,6144.369,5872.97,5757.645,6065.527,6799.956
